"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA02000552",-2.36979420574926,8.88411414282733,66.4344683130839,2.88849678526646e-08,2.49533147091625e-07,FALSE,"653.4090","126.5358","BraA02000552","AT5G13770","AT5G13770","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA06004133",-3.46623269868248,3.92299338051703,66.3846871380347,2.90744202914304e-08,2.50619592216382e-07,FALSE,"21.420233"," 1.897558","BraA06004133","AT5G48600","SMC3","structural maintenance of chromosome 3","-","YES"
"BraA03002142",-1.21131265900987,5.59906796951182,66.3550214993054,2.91879606027509e-08,2.51323030572921e-07,FALSE,"54.53396","23.61158","BraA03002142","AT2G38680","AT2G38680","5'-nucleotidase / magnesium ion binding protein","-","-"
"BraA09001666",-2.27060884749648,3.80107086145378,66.3474566738009,2.92169907388379e-08,2.51435447911049e-07,FALSE,"18.607511"," 3.832132","BraA09001666","AT1G62640","KAS III","3-ketoacyl-acyl carrier protein synthase III","-","-"
"BraA02002695",-3.28051078972668,5.36839573536478,66.333354414064,2.92711921624133e-08,2.51513272825141e-07,FALSE,"50.786543"," 5.361234","BraA02002695","AT1G78630","emb1473","Ribosomal protein L13 family protein","-","-"
"BraA06000338",-2.11799087356918,4.15259181920003,66.2565654400193,2.95682506957727e-08,2.53764594302869e-07,FALSE,"24.354264"," 5.707869","BraA06000338","AT5G43870","AT5G43870","auxin canalization protein (DUF828)","-","-"
"BraA03006381",-2.33508085120158,5.30636542522903,66.2426165730542,2.96225626505995e-08,2.54092172272717e-07,FALSE,"47.924689"," 9.458539","BraA03006381","AT4G35600","CST","Protein kinase superfamily protein","-","-"
"BraA01003913",-2.75643673878203,4.63585143570648,66.2344006333935,2.96546033280978e-08,2.5422846208293e-07,FALSE,"32.863620"," 5.073842","BraA01003913","AT3G16140","PSAH-1","photosystem I subunit H-1","-","-"
"BraA07003805",-2.73773960694627,2.76899894797469,66.2138019173744,2.97351002515832e-08,2.54779792030441e-07,FALSE,"8.737377","1.341406","BraA07003805","AT1G75840","ARAC5","RAC-like GTP binding protein 5","-","-"
"BraA09005096",-1.63354776682313,4.27049239965574,66.1164722580102,3.01186754564721e-08,2.57723776156941e-07,FALSE,"21.009276"," 6.804119","BraA09005096","AT3G57430","OTP84","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA03002760",-1.59680560411395,4.63246821724504,66.1077385920724,3.01533566723011e-08,2.57723776156941e-07,FALSE,"25.519592"," 8.479469","BraA03002760","AT5G49940","NFU2","NIFU-like protein 2","-","-"
"BraA10001895",-1.59090755760508,6.48257512326605,66.1059262678067,3.01605588107424e-08,2.57723776156941e-07,FALSE,"110.28665"," 36.59757","BraA10001895","AT5G18660","PCB2","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA05003492",-1.44074760575349,7.92919541301135,66.0986592522381,3.01894565549323e-08,2.57830735851674e-07,FALSE,"323.7918","119.2622","BraA05003492","AT3G16290","EMB2083","AAA-type ATPase family protein","-","-"
"BraA09002432",-2.7645187123655,7.71098700762971,66.0829731330491,3.02519359917025e-08,2.58224225872775e-07,FALSE,"234.60529"," 34.67682","BraA09002432","AT1G79850","RPS17","ribosomal protein S17","-","YES"
"BraA01001535",-4.01270135117766,5.30566103853085,66.0160006645504,3.05202790857804e-08,2.60373546238581e-07,FALSE,"64.639663"," 4.129034","BraA01001535","AT4G23800","3xHMG-box2","HMG (high mobility group) box protein","-","-"
"BraA02000616",-2.81886403277812,5.20224637078037,65.9783254645756,3.06723705748424e-08,2.61387716755831e-07,FALSE,"45.859023"," 6.543585","BraA02000616","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA10001679",-1.40499066126326,7.38686521671068,65.9506430905345,3.07846466493612e-08,2.62202563994018e-07,FALSE,"210.57820"," 79.56175","BraA10001679","AT5G21930","PAA2","P-type ATPase of Arabidopsis 2","-","-"
"BraA08003482",-2.9450256768313,6.61339435066431,65.9286494203576,3.08741684016784e-08,2.62822828903417e-07,FALSE,"137.24622"," 17.84119","BraA08003482","AT5G44600","AT5G44600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA03004208",-2.29983946191337,4.5196914508637,65.8351953323481,3.12577251692072e-08,2.65944104953146e-07,FALSE,"29.405098"," 6.038900","BraA03004208","AT3G20600","NDR1","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","-","-"
"BraA06004714",-2.2387199599622,9.75504511184208,65.8233247959665,3.13068139268458e-08,2.66217855866317e-07,FALSE,"1260.8026"," 267.2061","BraA06004714","AT5G46110","APE2","Glucose-6-phosphate/phosphate translocator-like protein","-","YES"
"BraA06001196",-5.02193381330335,4.90338388598389,65.7851622522157,3.14651975111339e-08,2.67420199149702e-07,FALSE,"43.160309"," 1.522741","BraA06001196","AT3G50685","AT3G50685","anti-muellerian hormone type-2 receptor","-","-"
"BraA05000722",-3.20030907540105,2.99255169953906,65.7563744393487,3.15852497527659e-08,2.67861977967961e-07,FALSE,"10.134368"," 1.152277","BraA05000722","AT2G46090","LCBK2","Diacylglycerol kinase family protein","-","-"
"BraA04001179",-1.32919869771966,5.44603349045393,65.7396859749902,3.16550725392108e-08,2.68233441123276e-07,FALSE,"53.41314","21.24376","BraA04001179","AT5G38510","AT5G38510","Rhomboid-related intramembrane serine protease family protein","-","-"
"BraA02000280",-3.2948496413295,6.03679933673948,65.5811428082327,3.23268280358585e-08,2.73182273856339e-07,FALSE,"108.28026"," 11.09417","BraA02000280","AT5G08280","HEMC","hydroxymethylbilane synthase","-","YES"
"BraA03001565",-1.51723750750736,5.36608139491063,65.5763357547965,3.2347436195212e-08,2.73182273856339e-07,FALSE,"44.92164","15.71000","BraA03001565","AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA03004417",-3.37523819017521,5.48394389559097,65.5754008388342,3.23514459001407e-08,2.73182273856339e-07,FALSE,"66.983936"," 6.714586","BraA03004417","AT3G25500","AFH1","formin homology 1","-","-"
"BraA03003544",-4.14235377673887,2.75184579058012,65.5707985036165,3.23711924530319e-08,2.7320244997894e-07,FALSE," 9.3203845"," 0.5860990","BraA03003544","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA05003527",-6.69012157321098,6.46852722635606,65.5635890082487,3.24021514869209e-08,2.73317183496321e-07,FALSE,"140.464813","  1.469339","BraA05003527","AT3G15840","PIFI","post-illumination chlorophyll fluorescence increase","-","-"
"BraA02003646",-5.452614684752,3.88564377752226,65.5015426708499,3.26699246543806e-08,2.75428288194939e-07,FALSE," 9.4003236"," 0.2273125","BraA02003646","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA06000980",-1.77642085091806,6.2699156786967,65.4846237464062,3.27433580949448e-08,2.75899601934921e-07,FALSE," 88.28132"," 25.89211","BraA06000980","AT1G50320","THX","thioredoxin X","-","-"
"BraA04001892",-1.73683650495946,5.06950113266963,65.4520993728567,3.28850283117788e-08,2.76945075242054e-07,FALSE,"40.80238","12.24144","BraA04001892","AT2G25605","AT2G25605","DNA-directed RNA polymerase subunit beta","-","-"
"BraA06001276",-2.87933251689343,5.83943692469592,65.4296638537264,3.2983141400452e-08,2.77622805156746e-07,FALSE,"67.773800"," 9.370994","BraA06001276","AT1G09310","AT1G09310","plant/protein (Protein of unknown function, DUF538)","-","-"
"BraA05003827",-2.87259098301449,5.2009446161102,65.3714378572291,3.32392571949962e-08,2.79629026322416e-07,FALSE,"45.063509"," 6.214226","BraA05003827","AT3G12930","AT3G12930","Lojap-related protein","-","-"
"BraA07002386",-5.13296147977945,3.99782159196726,65.3634055125232,3.32747579360808e-08,2.79778146321534e-07,FALSE,"23.0127615"," 0.7080704","BraA07002386","AT1G80050","APT2","adenine phosphoribosyl transferase 2","-","-"
"BraA08003873",-2.37562989352362,6.89839418195159,65.2851852089023,3.36226319574592e-08,2.82319451831753e-07,FALSE,"187.19059"," 36.15077","BraA08003873","AT1G05850","POM1","Chitinase family protein","-","-"
"BraA06001532",-1.9289638134335,4.96111077072428,65.2506561496145,3.37774505704225e-08,2.83248306861188e-07,FALSE,"36.893014"," 9.756938","BraA06001532","AT1G12000","AT1G12000","Phosphofructokinase family protein","-","-"
"BraA06000679",-2.53059933796216,6.3725800941832,65.238176976389,3.38335940794987e-08,2.83568035575777e-07,FALSE," 99.67434"," 17.43835","BraA06000679","AT1G55370","NDF5","NDH-dependent cyclic electron flow 5","-","YES"
"BraA01001341",-4.66815897864588,3.24207678843107,65.1504003011747,3.42313756313839e-08,2.86292163888407e-07,FALSE,"16.8003960"," 0.7301866","BraA01001341","AT4G21870","AT4G21870","HSP20-like chaperones superfamily protein","-","-"
"BraA03001254",-3.56686111156694,6.45376525408792,65.1393551780962,3.42817881500656e-08,2.86561521764223e-07,FALSE," 90.697553","  7.858892","BraA03001254","AT5G58260","NdhN","oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor","-","-"
"BraA05003945",-5.81339830629378,7.24115894887687,65.1241240654609,3.43514388566375e-08,2.8699132038401e-07,FALSE,"205.535256","  3.847201","BraA05003945","AT3G11630","AT3G11630","Thioredoxin superfamily protein","-","-"
"BraA07000956",-5.22302722246845,8.20839933769807,65.0891888329677,3.45117764306025e-08,2.88177910354208e-07,FALSE,"512.27152"," 13.96733","BraA07000956","AT1G31330","PSAF","photosystem I subunit F","-","YES"
"BraA04002561",-2.84437557333644,6.19290252313695,65.0546094031677,3.46712820455298e-08,2.89202956754976e-07,FALSE,"103.89316"," 14.49622","BraA04002561","AT2G35500","SKL2","shikimate kinase like 2","-","YES"
"BraA01002558",-1.55701514343154,8.90922577353401,65.0439323771655,3.47206939912232e-08,2.89313203383976e-07,FALSE,"718.9449","244.3602","BraA01002558","AT3G48560","CSR1","chlorsulfuron/imidazolinone resistant 1","-","-"
"BraA02004101",-1.4786121245189,4.45131654347446,65.0438100479733,3.47212605585979e-08,2.89313203383976e-07,FALSE,"28.157751","10.014295","BraA02004101","AT5G25640","AT5G25640","Rhomboid-related intramembrane serine protease family protein","-","-"
"BraA08002858",-4.19672988074619,2.55706931285193,64.9935481614571,3.49549005082477e-08,2.90644550448927e-07,FALSE," 5.2332581"," 0.2810540","BraA08002858","AT1G27950","LTPG1","glycosylphosphatidylinositol-anchored lipid protein transfer 1","-","-"
"BraA09002382",-2.0447118481577,8.90935783672338,64.9384756473682,3.52128652125253e-08,2.92634898862275e-07,FALSE,"599.7751","145.4882","BraA09002382","AT5G47110","LIL3:2","Chlorophyll A-B binding family protein","-","-"
"BraA07001860",-2.46821708904446,5.14583255655074,64.8357138020458,3.56997589419301e-08,2.95900055685087e-07,FALSE,"55.95711","10.26325","BraA07001860","AT2G28150","AT2G28150","UPSTREAM OF FLC protein (DUF966)","-","-"
"BraA03006088",-1.92030206185539,5.57631127091483,64.8165050017189,3.57915805885694e-08,2.96504988665307e-07,FALSE,"78.19153","20.66941","BraA03006088","AT4G31780","MGD1","monogalactosyl diacylglycerol synthase 1","-","-"
"BraA02003358",-2.49545777255399,5.26591809396159,64.8021618997187,3.58603106132056e-08,2.96761981625581e-07,FALSE,"59.05349","10.60328","BraA02003358","AT2G01630","AT2G01630","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA09004639",-1.11362555903624,4.98549744321927,64.7399292292045,3.61601856331012e-08,2.99086348851819e-07,FALSE,"36.77207","16.97491","BraA09004639","AT3G52300","ATPQ","ATP synthase D chain","-","-"
"BraA06000665",-4.13175800210688,8.46424429050312,64.6634868309207,3.65322659001621e-08,3.01688281882766e-07,FALSE,"709.50880"," 40.72178","BraA06000665","AT1G55670","PSAG","photosystem I subunit G","-","-"
"BraA03006494",-3.25847805540713,3.70802417149037,64.6492039265737,3.66022474795248e-08,3.02107695504835e-07,FALSE,"17.303529"," 1.858946","BraA03006494","AT4G37300","MEE59","maternal effect embryo arrest 59","-","-"
"BraA03000691",-3.59634759306472,5.38392924026773,64.6281755882078,3.67055446970309e-08,3.0280150604364e-07,FALSE,"52.677855"," 4.439662","BraA03000691","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA03002630",-2.43886063085132,5.11022385386844,64.5968089603399,3.68602155917231e-08,3.03918173605931e-07,FALSE,"47.700418"," 8.958374","BraA03002630","AT2G28470","BGAL8","beta-galactosidase 8","-","-"
"BraA02003147",-5.33430268376739,4.28803664370425,64.5632731343391,3.70263665795324e-08,3.05128277466932e-07,FALSE,"41.466848"," 1.011001","BraA02003147","AT5G46600","AT5G46600","aluminum activated malate transporter family protein","-","-"
"BraA09001437",-1.89409365263101,8.08621043529237,64.5485813942942,3.70994119823515e-08,3.05570248352806e-07,FALSE,"345.11163"," 92.91273","BraA09001437","AT1G63940","MDAR6","monodehydroascorbate reductase 6","-","YES"
"BraA10000508",-2.32780953510471,7.74384223146375,64.5385199216172,3.71495266220867e-08,3.05822985895212e-07,FALSE,"247.55622"," 49.30103","BraA10000508","AT1G06430","FTSH8","FTSH protease 8","-","YES"
"BraA06001230",-2.45835578399673,5.15901615279769,64.5301358686354,3.71913424738602e-08,3.06007177490099e-07,FALSE,"46.545330"," 8.529569","BraA06001230","AT1G08640","CJD1","Chloroplast J-like domain 1","-","-"
"BraSca000782",-2.74401626097664,4.98780515169938,64.4524629898138,3.75811800865496e-08,3.08408641586178e-07,FALSE,"42.234484"," 6.458356","BraSca000782","AT3G29635","AT3G29635","HXXXD-type acyl-transferase family protein","-","-"
"BraA10002279",-1.94467382545038,5.39586576139624,64.4401576886797,3.76433463384785e-08,3.08757827705915e-07,FALSE,"52.87912","13.82779","BraA10002279","AT5G13720","AT5G13720","Uncharacterized protein family (UPF0114)","-","-"
"BraA10003054",-1.29253447382471,4.74875638461325,64.4094215132421,3.77991137823583e-08,3.09873984861625e-07,FALSE,"29.08291","11.90054","BraA10003054","AT5G03430","AT5G03430","phosphoadenosine phosphosulfate (PAPS) reductase family protein","-","-"
"BraA06003888",-3.27623299981393,8.8235702692713,64.3596184118397,3.80529989423209e-08,3.11630698934511e-07,FALSE,"598.63229"," 61.92516","BraA06003888","AT5G28500","AT5G28500","rubisco accumulation factor-like protein","-","-"
"BraSca000955",-4.00372009477992,4.60814613390214,64.3445673912006,3.81300898124371e-08,3.12099643082559e-07,FALSE,"51.694777"," 3.185547","BraSca000955","AT4G19810","ChiC","Glycosyl hydrolase family protein with chitinase insertion domain-containing protein","-","-"
"BraA10003135",-1.40291814463403,6.62878309446916,64.3108100531668,3.83036116581647e-08,3.12747546934316e-07,FALSE,"132.59621"," 50.15172","BraA10003135","AT5G02240","AT5G02240","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA09000814",-1.22721716737632,4.13505090249931,64.3074535099367,3.83209120357451e-08,3.12747546934316e-07,FALSE,"18.163822"," 7.769945","BraA09000814","AT5G63040","AT5G63040","transmembrane protein","-","-"
"BraA02001794",-1.93481300170854,4.97099375253901,64.305988892773,3.83284636617723e-08,3.12747546934316e-07,FALSE,"32.386515"," 8.590686","BraA02001794","AT1G64980","CDI","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA01001132",-1.16475809823995,6.82359166419417,64.2203391274398,3.87729018063884e-08,3.16210090379562e-07,FALSE,"128.13001"," 57.16285","BraA01001132","AT4G19120","ERD3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","YES"
"BraA09001651",-2.18926517609329,6.25577229767971,64.2108626472641,3.8822418412924e-08,3.16449956405709e-07,FALSE," 93.99761"," 20.57985","BraA09001651","AT1G62780","AT1G62780","dimethylallyl, adenosine tRNA methylthiotransferase","-","-"
"BraA10002124",-3.22290893414077,7.30390043554871,64.1891215629411,3.89362799836086e-08,3.17049688019659e-07,FALSE,"245.90539"," 26.57992","BraA10002124","AT5G15900","TBL19","TRICHOME BIREFRINGENCE-LIKE 19","-","-"
"BraA06003294",-1.82809806269114,8.49083720084873,64.1612086734988,3.9082996534925e-08,3.1807981668031e-07,FALSE,"444.0295","125.1112","BraA06003294","AT5G65210","TGA1","bZIP transcription factor family protein","YES","-"
"BraA08001605",-2.72162793487864,3.90854520633036,64.1344545086787,3.92241864797102e-08,3.19063925163121e-07,FALSE,"14.848342"," 2.294912","BraA08001605","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA04000722",-3.69174867354923,4.91020652728707,64.0943209372959,3.94370238741081e-08,3.20322855292222e-07,FALSE,"58.268902"," 4.579556","BraA04000722","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein","-","-"
"BraA01001845",-3.43517370128288,5.69329188850043,64.0937602978483,3.94400059438581e-08,3.20322855292222e-07,FALSE,"114.074057"," 10.373196","BraA01001845","AT4G26690","SHV3","PLC-like phosphodiesterase family protein","-","-"
"BraA10001452",-3.04077508132494,4.55313190581743,64.0717192471311,3.95574377804333e-08,3.20945397249495e-07,FALSE,"28.917973"," 3.458737","BraA10001452","AT5G59080","AT5G59080","hypothetical protein","-","-"
"BraA06004971",-1.79682902941677,7.51472104527849,64.0488131386591,3.96798811966795e-08,3.21772967560915e-07,FALSE,"218.63370"," 62.95284","BraA06004971","AT4G39040","AT4G39040","RNA-binding CRS1 / YhbY (CRM) domain protein","-","-"
"BraA08002770",-1.5434142858074,4.92163029067673,64.0363391199052,3.97467335474394e-08,3.22149117423634e-07,FALSE,"28.187758"," 9.761408","BraA08002770","AT1G29530","AT1G29530","hypothetical protein","-","-"
"BraA07002281",-3.64791031444465,10.0784443797143,63.9816529918139,4.00412620501259e-08,3.24202399521081e-07,FALSE,"1873.0277"," 149.6069","BraA07002281","AT3G61470","LHCA2","photosystem I light harvesting complex protein","-","-"
"BraA06001510",-4.16507378744203,2.83070597040847,63.9773457257621,4.0064560654267e-08,3.24224259484917e-07,FALSE," 6.6904887"," 0.3447764","BraA06001510","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA05001358",-1.79627268161168,4.51258770721402,63.8961371108912,4.05065974572645e-08,3.27128703939119e-07,FALSE,"20.134874"," 5.903244","BraA05001358","AT2G32400","GLR5","glutamate receptor 5","-","-"
"BraA02002022",-3.90328180541016,4.50887245501248,63.8721751191192,4.06380382942177e-08,3.27820380425101e-07,FALSE,"31.698771"," 2.301545","BraA02002022","AT1G68570","AT1G68570","Major facilitator superfamily protein","-","-"
"BraA05002026",-2.27789620610938,4.80525262234806,63.8484768596861,4.0768488354173e-08,3.28401231675887e-07,FALSE,"36.720992"," 7.603398","BraA05002026","AT1G49430","LACS2","long-chain acyl-CoA synthetase 2","-","-"
