"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA02000250",-4.04107137681728,5.57468977521476,54.3776248472353,1.58477697695981e-07,1.4803792057773e-06,FALSE,"131.554336","  8.004449","BraA02000250","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA10002970",-1.5279300496189,5.66960170905636,54.3605879459159,1.58888995627628e-07,1.48334092003491e-06,FALSE,"101.39620"," 35.15437","BraA10002970","AT5G04490","VTE5","phytol kinase 1 VTE5","-","-"
"BraA06004451",-1.66449480365561,5.34796324590233,54.2715738064467,1.61056885849153e-07,1.50090904870673e-06,FALSE,"70.51027","22.24966","BraA06004451","AT2G02820","MYB88","myb domain protein 88","YES","-"
"BraA03004318",-1.57525330026051,5.75192020736331,54.2587986576983,1.61370646056059e-07,1.50205438729886e-06,FALSE,"107.85787"," 36.19615","BraA03004318","AT3G22960","PKP-ALPHA","Pyruvate kinase family protein","-","-"
"BraA07004141",-1.44353373210567,5.29019071974102,54.2120758497763,1.62523836644488e-07,1.50921840046268e-06,FALSE,"78.73784","28.93717","BraA07004141","AT1G80780","AT1G80780","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","-","-"
"BraA06003372",-1.43090969452834,6.49955678940649,54.1591873486019,1.63840021923432e-07,1.51785870810761e-06,FALSE,"158.43892"," 58.77259","BraA06003372","AT5G65910","AT5G65910","BSD domain-containing protein","-","-"
"BraA01001836",-1.62641062153559,5.21070089704021,54.1471639121959,1.64140850634217e-07,1.51975116998975e-06,FALSE,"84.44691","27.34790","BraA01001836","AT4G26620","AT4G26620","Sucrase/ferredoxin-like family protein","-","-"
"BraA06004367",-1.40388856564083,5.36264525640834,54.1060956834962,1.65172920519942e-07,1.52750985251698e-06,FALSE,"79.09760","29.91102","BraA06004367","AT3G25800","PP2AA2","protein phosphatase 2A subunit A2","-","-"
"BraA03001800",-1.14819951957114,6.89035146213945,54.0691160693459,1.66108276165231e-07,1.5340194895135e-06,FALSE,"208.87237"," 94.25011","BraA03001800","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-"
"BraA01003515",-1.64042159131136,4.66341790027905,54.0667152236516,1.66169201373603e-07,1.5340194895135e-06,FALSE,"57.58180","18.44582","BraA01003515","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA02000954",-6.50572707087186,6.91386429507571,54.0474718430583,1.66658410407065e-07,1.5376338685857e-06,FALSE,"429.423387","  4.685144","BraA02000954","AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA09003125",-1.5012576625953,5.21787626919684,53.9947173307789,1.68007590272063e-07,1.54826666913482e-06,FALSE,"66.27291","23.37870","BraA09003125","AT4G04970","GSL1","glucan synthase-like 1","-","-"
"BraA04000043",-1.26514572705013,5.31999996998956,53.9663369438832,1.68738315731804e-07,1.55227416108626e-06,FALSE,"71.90067","29.92053","BraA04000043","AT3G63000","NPL41","NPL4-like protein 1","-","-"
"BraA05004212",-1.69624561040546,3.68804116166832,53.9518081490654,1.69113732514592e-07,1.55428995543125e-06,FALSE,"25.184875"," 7.739666","BraA05004212","AT3G07950","AT3G07950","rhomboid protein-like protein","-","-"
"BraA07002073",-1.63737510535828,7.40338278876616,53.9502156882204,1.69154936064405e-07,1.55428995543125e-06,FALSE,"352.43553","113.27191","BraA07002073","AT3G57330","ACA11","autoinhibited Ca2 -ATPase 11","-","-"
"BraA05004617",-1.56875886842213,4.08066009224568,53.9343538819651,1.69565942593359e-07,1.55694515500267e-06,FALSE,"30.05143","10.11496","BraA05004617","AT3G02790","AT3G02790","zinc finger (C2H2 type) family protein","-","-"
"BraA06001440",-1.61282256382026,8.05667014380338,53.9314333411884,1.69641737028563e-07,1.55694515500267e-06,FALSE,"474.7243","155.2175","BraA06001440","AT1G10890","AT1G10890","arginine/glutamate-rich 1 protein","-","-"
"BraA06003543",-1.97864538042259,6.27248632604634,53.8756740658132,1.71095896054782e-07,1.56846208730475e-06,FALSE,"126.59379"," 32.10996","BraA06003543","AT5G23575","AT5G23575","Transmembrane CLPTM1 family protein","-","-"
"BraA09005088",-2.5143200005411,5.38867705475503,53.8686364279316,1.71280392794464e-07,1.56923945435673e-06,FALSE,"101.69852"," 17.76680","BraA09005088","AT3G57330","ACA11","autoinhibited Ca2 -ATPase 11","-","-"
"BraA07002974",-1.46112909090153,3.40164454253261,53.8403042006756,1.72025332495179e-07,1.57514760527872e-06,FALSE,"20.900710"," 7.587008","BraA07002974","AT1G67500","REV3","recovery protein 3","-","-"
"BraA09003503",-1.91835849961223,4.65584863579715,53.8060495079082,1.72930696490124e-07,1.58171435086229e-06,FALSE,"57.86112","15.29157","BraA09003503","AT4G16590","CSLA01","cellulose synthase-like A01","-","-"
"BraA03000204",-1.55714850648248,4.99097284027566,53.8033098174961,1.73003330798004e-07,1.58171435086229e-06,FALSE,"45.35679","15.42505","BraA03000204","AT5G05080","UBC22","ubiquitin-conjugating enzyme 22","-","-"
"BraA08003183",-2.57375792552612,10.8932924630549,53.7896464851347,1.73366066513319e-07,1.5836904746595e-06,FALSE,"4072.3768"," 684.0452","BraA08003183","AT1G20620","CAT3","catalase 3","-","YES"
"BraA03001850",-2.86811973308536,7.09910022512452,53.7157520214537,1.75342200545893e-07,1.59993405019847e-06,FALSE,"362.53602"," 49.63739","BraA03001850","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA02001824",-1.93243861309861,4.41196502258543,53.6268627099758,1.77751828507966e-07,1.61910519717325e-06,FALSE,"43.16604","11.32514","BraA02001824","AT3G20440","EMB2729","Alpha amylase family protein","-","-"
"BraA10000563",-1.70405427730682,2.88906940892981,53.5786891029509,1.79072743215568e-07,1.62831021271695e-06,FALSE,"13.498979"," 4.136521","BraA10000563","AT1G07060","DFO","hypothetical protein","-","-"
"BraA05001623",-1.90119178692378,3.75207683510963,53.5731386070911,1.79225621130017e-07,1.62875939756724e-06,FALSE,"29.871568"," 7.999844","BraA05001623","AT2G29400","TOPP1","type one protein phosphatase 1","-","-"
"BraA05003893",-1.82889747283157,4.07707830698871,53.5473058681337,1.79939003512723e-07,1.63335635253187e-06,FALSE,"39.747993","11.182512","BraA05003893","AT3G12130","AT3G12130","KH domain-containing protein / zinc finger (CCCH type) family protein","YES","-"
"BraA05004523",-3.81531642521189,2.73402283599325,53.5392857663983,1.80161109338768e-07,1.63435782078961e-06,FALSE,"29.942450"," 2.116252","BraA05004523","AT3G04000","AT3G04000","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA09001291",-1.90494612441941,5.36014139741904,53.5358265419592,1.80256999802463e-07,1.63435782078961e-06,FALSE,"76.57849","20.43019","BraA09001291","AT2G19830","SNF7.2","SNF7 family protein","-","-"
"BraA05001493",-1.12674883345646,5.11370976077861,53.5173815683286,1.80769235665139e-07,1.63772616903616e-06,FALSE,"60.54925","27.72426","BraA05001493","AT2G31130","AT2G31130","hypothetical protein","-","-"
"BraA03006411",-4.58753071553707,6.96438599271283,53.3754584258999,1.84763903091099e-07,1.67041001416077e-06,FALSE,"452.82941"," 18.86842","BraA03006411","AT4G36040","J11","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03005823",-1.85694115836691,7.36009566821392,53.3549018739917,1.85350411952027e-07,1.67378972124206e-06,FALSE,"342.46350"," 94.57050","BraA03005823","AT4G28570","AT4G28570","Long-chain fatty alcohol dehydrogenase family protein","-","-"
"BraA05001953",-1.20741553715507,5.48110818048473,53.28065443458,1.87485710387217e-07,1.69113185185948e-06,FALSE,"72.52501","31.40615","BraA05001953","AT1G50500","HIT1","Membrane trafficking VPS53 family protein","-","-"
"BraA08001430",-1.63402849284183,3.66885290204638,53.2074015403994,1.89618626768416e-07,1.70939128598789e-06,FALSE,"25.080453"," 8.068290","BraA08001430","AT4G19210","ABCE2","RNAse l inhibitor protein 2","-","-"
"BraA09003696",-1.33531043224286,4.13269486524916,53.1703016914119,1.90708915560815e-07,1.71725304972953e-06,FALSE,"21.991536"," 8.690617","BraA09003696","AT1G30540","AT1G30540","Actin-like ATPase superfamily protein","-","-"
"BraA03003693",-1.25789460146284,5.71664805266236,53.0937852681048,1.92979152415005e-07,1.73257289185564e-06,FALSE,"89.83192","37.55887","BraA03003693","AT3G10640","VPS60.1","SNF7 family protein","-","-"
"BraA05003369",-2.20378978119539,2.85138990020616,53.0877103786857,1.93160648191101e-07,1.73257289185564e-06,FALSE,"18.864131"," 4.089455","BraA05003369","AT5G25475","AT5G25475","AP2/B3-like transcriptional factor family protein","YES","-"
"BraA03005017",-1.41252682733164,4.63569141414343,53.0870370346737,1.93180776696737e-07,1.73257289185564e-06,FALSE,"45.26665","17.00705","BraA03005017","AT4G16535","#N/A","#N/A","-","-"
"BraA07000487",-1.31547148655723,6.58485568713211,53.0746895506718,1.93550288710843e-07,1.73489837375209e-06,FALSE,"188.95440"," 75.91981","BraA07000487","AT1G50030","TOR","target of rapamycin","-","YES"
"BraA02000468",-1.17987247619549,5.9607647941129,53.0136614138901,1.95387936944754e-07,1.74937777446555e-06,FALSE,"107.11447"," 47.28397","BraA02000468","AT5G12120","AT5G12120","Ubiquitin-associated/translation elongation factor EF1B protein","-","-"
"BraA07001618",-1.36485404885342,6.44556276884158,52.9750607644712,1.96560043025493e-07,1.75787220296663e-06,FALSE,"123.70578"," 48.03842","BraA07001618","AT2G48020","AT2G48020","Major facilitator superfamily protein","-","-"
"BraA09005009",-1.80552240372956,6.18586624111601,52.9304321622402,1.97924719286229e-07,1.76606297140887e-06,FALSE,"152.15746"," 43.52745","BraA09005009","AT3G56510","AT3G56510","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA03003529",-1.52941065806136,5.1248055367919,52.9175398914578,1.98320859873953e-07,1.76859509032069e-06,FALSE,"70.78127","24.53820","BraA03003529","AT4G33690","AT4G33690","G patch domain protein","-","-"
"BraA03002302",-1.41358995946143,3.95704409829076,52.7634781595275,2.03121962228801e-07,1.80752988415923e-06,FALSE,"25.095029"," 9.408011","BraA03002302","AT2G41220","GLU2","glutamate synthase 2","-","-"
"BraA01001129",-1.74104995028916,4.76515601463812,52.7627121280882,2.03146147717768e-07,1.80752988415923e-06,FALSE,"54.16798","16.18775","BraA01001129","AT4G19040","EDR2","ENHANCED DISEASE RESISTANCE 2","-","-"
"BraA01003788",-1.21699938410812,5.98976218397039,52.6860970602067,2.05580953967463e-07,1.82301082560443e-06,FALSE,"107.82015"," 46.36791","BraA01003788","AT3G17850","AT3G17850","Protein kinase superfamily protein","-","-"
"BraA09003265",-2.89379943784238,1.99325834815693,52.6475152349977,2.06819063866293e-07,1.83035589708193e-06,FALSE,"10.534225"," 1.419675","BraA09003265","AT1G34200","AT1G34200","Glyceraldehyde-3-phosphate dehydrogenase-like family protein","-","-"
"BraA01000110",-3.45664943008562,6.72713315361319,52.6103669759487,2.080188298034e-07,1.83738292991331e-06,FALSE,"361.65644"," 32.91007","BraA01000110","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA05004203",-1.42728895156873,7.92369838269372,52.6004936851205,2.0833897513452e-07,1.83814768420255e-06,FALSE,"400.5692","148.9509","BraA05004203","AT3G08510","PLC2","phospholipase C 2","-","-"
"BraA06002524",-1.90792648037591,7.64607740382351,52.5742984830872,2.09190962400381e-07,1.84463067125042e-06,FALSE,"403.4366","107.4886","BraA06002524","AT3G48000","ALDH2B4","aldehyde dehydrogenase 2B4","-","-"
"BraA01004348",-2.23288664702664,4.99159815159914,52.5579059067507,2.09726049102839e-07,1.84727924615483e-06,FALSE,"80.31492","17.08811","BraA01004348","AT3G10490","NAC052","NAC domain containing protein 52","YES","-"
"BraA10001166",-1.23975950452685,4.02644625150111,52.3945477743217,2.15140400179554e-07,1.88681425106498e-06,FALSE,"27.81193","11.78179","BraA10001166","AT5G56190","AT5G56190","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA05004331",-3.00031640182174,7.21973414108867,52.3935615941161,2.15173543879392e-07,1.88681425106498e-06,FALSE,"338.25881"," 42.25894","BraA05004331","AT3G06580","GALK","Mevalonate/galactokinase family protein","-","-"
"BraA05000977",-2.48620477784204,5.72520873615154,52.3565844702027,2.16420290035995e-07,1.89563459386008e-06,FALSE,"134.07192"," 23.92553","BraA05000977","AT2G37280","ABCG33","pleiotropic drug resistance 5","-","-"
"BraA03005211",-1.66017649937989,5.91972687139905,52.3215968579746,2.17607186796885e-07,1.90179740154524e-06,FALSE,"130.00111"," 41.13357","BraA03005211","AT4G19500","AT4G19500","nucleoside-triphosphatase/transmembrane receptor/nucleotide binding/ATP binding protein","-","-"
"BraA09006022",-2.24440143580735,2.90901832778561,52.2942872733945,2.18538534431631e-07,1.90676082702543e-06,FALSE,"18.293900"," 3.840438","BraA09006022","AT1G19025","AT1G19025","DNA repair metallo-beta-lactamase family protein","-","-"
"BraA06004471",-2.08431355968909,5.29247473534855,52.2615983291007,2.19659035471711e-07,1.91335540582442e-06,FALSE," 84.06568"," 19.79520","BraA06004471","AT2G02370","AT2G02370","SNARE associated Golgi protein family","-","-"
"BraA06000464",-1.26418942342,4.9253972769966,52.2451607375063,2.20224835505925e-07,1.91722284892879e-06,FALSE,"49.83396","20.75003","BraA06000464","AT5G42570","AT5G42570","B-cell receptor-associated 31-like protein","-","-"
"BraA09006183",-2.28486193058766,2.28104728306146,52.2313074208227,2.20702911804697e-07,1.92032273731671e-06,FALSE,"10.633524"," 2.167195","BraA09006183","AT1G15880","GOS11","golgi snare 11","-","-"
"BraA03005384",-1.27515736490745,4.64737953968006,52.220681218878,2.21070385049474e-07,1.92245738159045e-06,FALSE,"40.21743","16.62255","BraA03005384","AT4G22740","AT4G22740","glycine-rich protein","-","-"
"BraA03002713",-1.16888036873627,4.99318308943237,52.187215154084,2.22232052942596e-07,1.92936156277797e-06,FALSE,"56.52745","25.15540","BraA03002713","AT4G00060","MEE44","Nucleotidyltransferase family protein","-","-"
"BraA08001561",-3.20017663159148,3.72151073086688,52.1726374899672,2.2274014268556e-07,1.93270664050205e-06,FALSE,"34.742248"," 3.778071","BraA08001561","AT4G20930","AT4G20930","6-phosphogluconate dehydrogenase family protein","-","-"
"BraA09004828",-1.6345097475874,4.46003491289079,52.152379503778,2.23448311398101e-07,1.93671609108266e-06,FALSE,"46.87385","15.07563","BraA09004828","AT3G54620","BZIP25","basic leucine zipper 25","YES","-"
"BraA06001719",-3.9212523642164,4.40619869414,52.1096134510247,2.24951353662687e-07,1.94759862852073e-06,FALSE,"63.586232"," 4.151522","BraA06001719","AT1G15330","AT1G15330","Cystathionine beta-synthase (CBS) protein","-","-"
"BraA09004592",-2.58967825809289,6.87303692987868,52.0826415784533,2.25904945916592e-07,1.95370541138855e-06,FALSE,"319.72634"," 53.13477","BraA09004592","AT3G51730","AT3G51730","saposin B domain-containing protein","-","-"
"BraA10002360",-1.2195222968397,3.65160187903207,52.0649762822214,2.26531883730565e-07,1.95805153757227e-06,FALSE,"21.571764"," 9.249744","BraA10002360","AT5G12430","TPR16","Heat shock protein DnaJ with tetratricopeptide repeat-containing protein","-","-"
"BraA05002562",-2.4573863392661,5.26017617854772,52.0504301362355,2.27049542986051e-07,1.96144885104306e-06,FALSE,"66.60464","12.13028","BraA05002562","AT3G22200","POP2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","YES"
"BraA08001394",-1.01327846424598,5.87459848670833,52.0218687995279,2.28069710014748e-07,1.96918114955136e-06,FALSE,"93.15280","46.14731","BraA08001394","AT4G18710","BIN2","Protein kinase superfamily protein","-","YES"
"BraA03002382",-1.26877596649284,5.41162716390538,51.9913672124069,2.2916468262169e-07,1.97755049586919e-06,FALSE,"71.29769","29.57333","BraA03002382","AT2G43160","AT2G43160","ENTH/VHS family protein","-","-"
"BraA03004086",-1.76593552278047,3.80808349014584,51.9605080773734,2.3027830674514e-07,1.98389739910701e-06,FALSE,"31.553692"," 9.267958","BraA03004086","AT3G18030","HAL3A","HAL3-like protein A","-","-"
"BraA04001239",-1.68882796933049,5.4565941072359,51.9416080167393,2.30963262522762e-07,1.98762260913519e-06,FALSE,"96.47211","29.92167","BraA04001239","AT5G39410","AT5G39410","Saccharopine dehydrogenase","-","-"
"BraA05000369",-2.96316422170058,3.44676122621649,51.9325968791535,2.31290613668138e-07,1.98935205417295e-06,FALSE,"23.805477"," 3.044336","BraA05000369","AT2G42300","AT2G42300","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA03004883",-1.60289455250465,4.16820151637077,51.9172801669954,2.31848187294241e-07,1.99209136699639e-06,FALSE,"33.47652","11.02606","BraA03004883","AT3G21640","TWD1","FKBP-type peptidyl-prolyl cis-trans isomerase family protein","-","YES"
"BraA10001067",-1.36002467139505,4.11023896723511,51.9168951285679,2.3186222263897e-07,1.99209136699639e-06,FALSE,"36.89661","14.37063","BraA10001067","AT5G55130","CNX5","co-factor for nitrate, reductase and xanthine dehydrogenase 5","-","-"
"BraA05001688",-1.89982276520949,3.54564228463423,51.882328249868,2.33126017699182e-07,2.00185680228321e-06,FALSE,"25.160843"," 6.745414","BraA05001688","AT4G20520","AT4G20520","RNA binding / RNA-directed DNA polymerase","-","-"
"BraA03000591",-3.25801619459152,4.29442961700152,51.8486240005376,2.34365484854953e-07,2.01140279804632e-06,FALSE,"56.159544"," 5.852062","BraA03000591","AT5G13180","NAC083","NAC domain containing protein 83","YES","YES"
"BraA01003863",-1.73056191586669,4.26391971975566,51.8087137357295,2.35842445046849e-07,2.02297552318115e-06,FALSE,"37.55693","11.30384","BraA01003863","AT3G16890","PPR40","pentatricopeptide (PPR) domain protein 40","-","-"
"BraA09000925",-2.33871258847178,4.79295226045867,51.727648397072,2.3887366501059e-07,2.04538397004835e-06,FALSE,"66.87619","13.19637","BraA09000925","AT5G65430","GRF8","general regulatory factor 8","-","YES"
"BraA04003238",-1.40637105827846,5.74441279593481,51.7249667613909,2.3897465825406e-07,2.04538397004835e-06,FALSE,"103.49184"," 39.05456","BraA04003238","AT2G45620","AT2G45620","Nucleotidyltransferase family protein","-","-"
"BraA03000350",-2.42386293387078,6.93417460565677,51.7024420095131,2.39824798296021e-07,2.04893771912529e-06,FALSE,"252.86554"," 47.16732","BraA03000350","AT5G08139","AT5G08139","RING/U-box superfamily protein","-","-"
"BraA02000105",-1.78169679976271,4.7255340035599,51.6998621425149,2.39922378447166e-07,2.04893771912529e-06,FALSE,"63.45416","18.46256","BraA02000105","AT5G03450","AT5G03450","Transducin/WD40 repeat-like superfamily protein","-","-"
