"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA09005351",-3.06645268058774,10.2845520907609,82.8178258432884,4.0169267176216e-09,9.28435044572158e-08,FALSE,"1528.5271"," 182.4323","BraA09005351","AT3G60750","AT3G60750","Transketolase","-","-"
"BraA07001531",-3.43241590604945,5.25672159090469,82.7841106148196,4.03195159425343e-09,9.29552618578995e-08,FALSE,"52.497745"," 4.850419","BraA07001531","AT4G10480","AT4G10480","Nascent polypeptide-associated complex (NAC), alpha subunit family protein","-","-"
"BraA05000025",-4.67511789768088,6.56338970151386,82.7739244071492,4.03650298292607e-09,9.29552618578995e-08,FALSE,"120.441514","  4.729741","BraA05000025","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA08003717",-3.65473125768725,5.897047489449,82.6701327014387,4.0831985608724e-09,9.35994983860953e-08,FALSE,"80.528576"," 6.357366","BraA08003717","AT1G09210","CRT1b","calreticulin 1b","-","YES"
"BraA04000191",-2.81582152947452,6.0553411774328,82.597761819204,4.11610511609086e-09,9.4031196701408e-08,FALSE,"82.209793","11.633718","BraA04000191","AT3G60370","AT3G60370","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA08003195",-3.64783997175948,10.1745666041191,82.450857963948,4.18379072069842e-09,9.53008190214084e-08,FALSE,"1654.1595"," 131.9146","BraA08003195","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA05001543",-1.93328076063252,4.873793272551,82.3951140682658,4.20979023482349e-09,9.57544773065343e-08,FALSE,"36.102341"," 9.437269","BraA05001543","AT4G24610","AT4G24610","pesticidal crystal cry8Ba protein","-","-"
"BraA10002800",-4.30963114567006,6.13563853291179,82.2441141717618,4.28110392085627e-09,9.70959304240313e-08,FALSE," 84.697323","  4.225472","BraA10002800","AT5G07020","AT5G07020","proline-rich family protein","-","YES"
"BraA07001318",-5.11843005653774,2.89847972290645,82.2309654846403,4.287375565952e-09,9.70982610188266e-08,FALSE,"10.2227977"," 0.2714167","BraA07001318","AT1G27120","AT1G27120","Galactosyltransferase family protein","-","-"
"BraA02003166",-5.00776016822797,6.26200205055305,82.2084499268406,4.29813820097167e-09,9.72021483955374e-08,FALSE," 95.937369","  2.941343","BraA02003166","AT5G46800","BOU","Mitochondrial substrate carrier family protein","-","YES"
"BraA08001624",-2.48383374647625,6.86204584417482,82.0893254780889,4.35557133211801e-09,9.83596739849892e-08,FALSE,"137.02519"," 24.46626","BraA08001624","AT4G35250","HCF244","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03002569",-1.14246861627138,5.76522543060908,82.0005939494444,4.39889288588998e-09,9.91013881468483e-08,FALSE,"66.55321","30.14363","BraA03002569","AT3G62290","ARFA1E","ADP-ribosylation factor A1E","-","-"
"BraA10002350",-2.82841111524974,6.16856075181567,81.7425446740819,4.52756296735256e-09,1.01515443171124e-07,FALSE,"83.37200","11.73957","BraA10002350","AT5G12470","AT5G12470","UvrABC system C protein, putative (DUF3411)","-","-"
"BraA09001531",-2.38970387502074,5.00111330395616,81.6417768059088,4.57891360006036e-09,1.02520768228947e-07,FALSE,"40.080280"," 7.609010","BraA09001531","AT1G64430","AT1G64430","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA05003840",-3.71962439015211,6.97906040598893,81.5751194032987,4.61322927134637e-09,1.03142370356522e-07,FALSE,"173.36380"," 13.11459","BraA05003840","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA07001570",-5.3447332007717,5.8874025130187,81.4839378612696,4.66062337197685e-09,1.03906815686849e-07,FALSE,"74.326511"," 1.792296","BraA07001570","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA10002589",-6.33629871335452,5.05482892433235,81.4170695065297,4.69571615171547e-09,1.04405934221711e-07,FALSE,"52.1678071"," 0.6247312","BraA10002589","AT5G05270","CHIL","Chalcone-flavanone isomerase family protein","-","-"
"BraA05003505",-2.96408520813816,9.12468667106043,81.4034283987777,4.70291025179119e-09,1.04405934221711e-07,FALSE,"779.66195"," 99.86862","BraA05003505","AT3G16140","PSAH-1","photosystem I subunit H-1","-","-"
"BraA08001744",-8.03783190032849,3.0153642867868,81.357503810301,4.72721828401834e-09,1.04530331568327e-07,FALSE,"11.55672548"," 0.03118331","BraA08001744","AT4G33790","CER4","Jojoba acyl CoA reductase-related male sterility protein","-","-"
"BraA01004000",-3.99337974920838,4.66466123410613,81.3574734666752,4.72723439004687e-09,1.04530331568327e-07,FALSE,"33.515399"," 2.051453","BraA01004000","AT3G15190","PRPS20","chloroplast 30S ribosomal protein S20","-","YES"
"BraA07003770",-3.84802867076635,7.9606384222289,81.355208352209,4.72843685366258e-09,1.04530331568327e-07,FALSE,"376.23205"," 26.09059","BraA07003770","AT1G75350","emb2184","Ribosomal protein L31","-","-"
"BraA06002664",-5.06766224086927,4.04048407264762,81.2236913630251,4.79882724081356e-09,1.05895944587555e-07,FALSE,"23.8477547"," 0.6928982","BraA06002664","AT3G46520","ACT12","actin-12","-","-"
"BraA09000503",-2.03602430841021,7.34622221637445,81.0354743365223,4.90155236454254e-09,1.07601721363877e-07,FALSE,"179.75400"," 43.81890","BraA09000503","AT5G30510","RPS1","ribosomal protein S1","-","YES"
"BraA09004941",-2.58534734291175,9.02503029013618,80.8191250821819,5.02259171767129e-09,1.09799435605758e-07,FALSE,"678.91146","113.09178","BraA09004941","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA09003521",-2.39860472655166,6.27180739287276,80.6861584718374,5.09859008634371e-09,1.11306252370388e-07,FALSE," 84.39057"," 15.98667","BraA09003521","AT1G32080","LrgB","membrane protein","-","-"
"BraA06002493",-4.44337520129662,5.46974039146537,80.6087439563584,5.14341183140071e-09,1.12129227460176e-07,FALSE,"48.871365"," 2.219340","BraA06002493","AT3G48420","AT3G48420","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA01004189",-3.08823527707945,10.0566827042812,80.2385902798884,5.36372335599547e-09,1.16156817196637e-07,FALSE,"1402.0026"," 164.8053","BraA01004189","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA07003717",-4.91231658446195,4.32151425870487,80.1055797464052,5.44537625233326e-09,1.17572321278087e-07,FALSE,"26.9383814"," 0.8676872","BraA07003717","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA07001400",-2.68550854756098,6.70721556934211,80.0792859540759,5.46167686655458e-09,1.17762731341875e-07,FALSE,"141.35629"," 21.97368","BraA07001400","AT1G23090","AST91","sulfate transporter 91","-","-"
"BraA04001955",-2.66540526957135,6.12252696985224,79.9753066597839,5.52665917704992e-09,1.18838272468259e-07,FALSE," 85.57887"," 13.43337","BraA04001955","AT2G26910","ABCG32","pleiotropic drug resistance 4","-","-"
"BraA09006919",-5.61421061742557,4.55255568622442,79.63824898745,5.74314555718936e-09,1.22655510271588e-07,FALSE,"28.9125774"," 0.5842634","BraA09006919","AT1G03055","D27","beta-carotene isomerase D27-like protein","-","-"
"BraA02000032",-3.49747815067535,7.89175573389972,79.5943775141784,5.77199440573003e-09,1.2310459613305e-07,FALSE,"264.05693"," 23.35342","BraA02000032","AT5G01410","RSR4","Aldolase-type TIM barrel family protein","-","YES"
"BraA02001948",-3.76324812194264,8.75325498078816,79.559061256075,5.79533192210927e-09,1.23435080451962e-07,FALSE,"508.19134"," 37.41216","BraA02001948","AT1G67740","PSBY","photosystem II BY","-","-"
"BraA02001494",-3.24486569810772,6.2831930062707,79.5388678372092,5.80872208578947e-09,1.2355308868963e-07,FALSE," 95.027072","  9.993869","BraA02001494","AT5G54600","RPL24","Translation protein SH3-like family protein","-","YES"
"BraA09000870",-2.24482101578736,6.52255254336985,79.1962344188183,6.04111969500524e-09,1.26957918477147e-07,FALSE,"114.86621"," 24.23546","BraA09000870","AT5G64290","DIT2.1","dicarboxylate transport 2.1","-","-"
"BraA03003025",-3.12916244902104,6.94178170073165,79.1958770904974,6.04136726918999e-09,1.26957918477147e-07,FALSE,"155.84857"," 17.75522","BraA03003025","AT4G03280","PETC","photosynthetic electron transfer C","-","YES"
"BraA08002997",-1.61737249553233,5.59188054755397,79.1507240018527,6.07274036576882e-09,1.27446577809602e-07,FALSE,"66.67346","21.72885","BraA08002997","AT1G26850","AT1G26850","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA09001551",-4.21522901641316,5.41873093819825,79.0777710930001,6.12380385082573e-09,1.28347100681754e-07,FALSE,"51.164061"," 2.715246","BraA09001551","AT1G64150","AT1G64150","Uncharacterized protein family (UPF0016)","-","-"
"BraA06000226",-2.89590850411206,5.15674386686963,79.0080834884492,6.17301763439851e-09,1.28989077724504e-07,FALSE,"40.751081"," 5.461537","BraA06000226","AT5G45480","AT5G45480","transmembrane protein, putative (DUF594)","-","-"
"BraA06002779",-3.89702053988837,4.64457385623741,78.9901841134205,6.18572751343901e-09,1.28989077724504e-07,FALSE,"38.458040"," 2.551111","BraA06002779","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA02004397",-4.70990508324706,4.68307009248036,78.9852500310014,6.18923607291344e-09,1.28989077724504e-07,FALSE,"31.6643807"," 1.1843730","BraA02004397","AT5G63780","SHA1","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA09004859",-3.82392413805044,10.7317275151378,78.9765759684127,6.19540932399778e-09,1.28989077724504e-07,FALSE,"2040.4737"," 144.0306","BraA09004859","AT3G54890","LHCA1","chlorophyll a-b binding protein 6","-","YES"
"BraA06004926",-3.16827359595094,3.79023607137292,78.774157323323,6.34138501036149e-09,1.3157057670736e-07,FALSE,"18.580362"," 2.021335","BraA06004926","AT5G42880","AT5G42880","WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT-like protein (DUF827)","-","-"
"BraA04000232",-1.90928741574283,4.58270721803293,78.7699247282783,6.34447698353786e-09,1.3157057670736e-07,FALSE,"30.128462"," 8.012849","BraA04000232","AT3G59760","OASC","O-acetylserine (thiol) lyase isoform C","-","-"
"BraA07002828",-2.03204575668819,5.87671287571197,78.7366485441444,6.36884285766903e-09,1.31902087604882e-07,FALSE,"68.93894","16.85709","BraA07002828","AT1G70610","ABCB26","transporter associated with antigen processing protein 1","-","-"
"BraA07001988",-6.97234517502559,3.52696480564061,78.6604598508895,6.42501432701805e-09,1.32716175206383e-07,FALSE,"21.4045070"," 0.1528388","BraA07001988","AT3G55110","ABCG18","ABC-2 type transporter family protein","-","-"
"BraA03002855",-1.81226118952666,5.38992291215237,78.6413001565316,6.43922468892152e-09,1.32767453595144e-07,FALSE,"49.13237","13.95995","BraA03002855","AT4G09670","AT4G09670","Oxidoreductase family protein","-","-"
"BraA09000732",-1.94971678012723,7.12925115719179,78.6343783177751,6.44436687081894e-09,1.32767453595144e-07,FALSE,"187.11315"," 48.43532","BraA09000732","AT5G61060","HDA05","histone deacetylase 5","-","-"
"BraA01001762",-2.6161308189655,4.64575197047479,78.6108724495912,6.46186252742611e-09,1.32780308331184e-07,FALSE,"34.251273"," 5.559925","BraA01001762","AT4G25900","AT4G25900","Galactose mutarotase-like superfamily protein","-","-"
"BraA08000895",-3.76105427933996,3.02566886777282,78.5484982477706,6.5085389075126e-09,1.33329010748713e-07,FALSE,"10.5143637"," 0.7631952","BraA08000895","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA04001002",-4.54682899229381,10.3581443569764,78.5305569180398,6.52203264819703e-09,1.33329010748713e-07,FALSE,"1701.30780","  72.73067","BraA04001002","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA03005527",-2.04193168178476,4.72266409136081,78.5075379159477,6.53938985374881e-09,1.33329010748713e-07,FALSE,"31.626199"," 7.676291","BraA03005527","AT1G07700","AT1G07700","Thioredoxin superfamily protein","-","-"
"BraA09003712",-4.19792658395358,8.61989308352544,78.4320455585546,6.59666704259638e-09,1.34322819211471e-07,FALSE,"571.28568"," 31.07386","BraA09003712","AT1G30380","PSAK","photosystem I subunit K","-","YES"
"BraA10000296",-2.66952502979214,6.72670231523367,78.3362772076201,6.67011347212065e-09,1.35467852969263e-07,FALSE,"136.42223"," 21.39607","BraA10000296","AT1G04420","AT1G04420","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA03004415",-2.43933688749839,4.15824210897918,78.1936889775176,6.78111795665649e-09,1.37325108014699e-07,FALSE,"23.071104"," 4.246336","BraA03004415","AT3G25470","AT3G25470","bacterial hemolysin-like protein","-","-"
"BraA02001794",-2.4867917803074,4.97099375253901,78.1831974242303,6.78936450109252e-09,1.37325108014699e-07,FALSE,"42.352255"," 7.532115","BraA02001794","AT1G64980","CDI","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA04001272",-2.7258118686773,6.09999927586098,78.1677769486355,6.80150504558924e-09,1.37325108014699e-07,FALSE," 71.92718"," 10.84885","BraA04001272","AT5G39530","AT5G39530","hypothetical protein (DUF1997)","-","-"
"BraA09005761",-3.63338458324199,4.5854172323654,78.1631109377064,6.8051832434222e-09,1.37325108014699e-07,FALSE,"43.566428"," 3.455935","BraA09005761","AT2G47130","SDR3","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03006306",-1.70571049581349,3.33628627337857,77.9928820145592,6.94086273711839e-09,1.39526410577578e-07,FALSE,"12.237841"," 3.733065","BraA03006306","AT4G34640","SQS1","squalene synthase 1","-","-"
"BraA02003490",-3.2417235776553,4.05277046267281,77.9760917056747,6.95440369489419e-09,1.39527372311821e-07,FALSE,"19.140188"," 2.012961","BraA02003490","AT2G02500","ISPD","Nucleotide-diphospho-sugar transferases superfamily protein","-","YES"
"BraA05000495",-2.40966874291563,3.89647051472033,77.9247133061698,6.99601764862992e-09,1.39971277776553e-07,FALSE,"18.457616"," 3.463017","BraA05000495","AT2G43360","BIO2","Radical SAM superfamily protein","-","YES"
"BraA05002716",-7.48548508843234,2.51952709515082,89.7727229598785,6.99856388882766e-09,1.39971277776553e-07,FALSE," 7.88145106"," 0.03118331","BraA05002716","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA06003606",-2.87211630680226,6.84997136791301,77.7958076708103,7.10162041446379e-09,1.41836298151011e-07,FALSE,"163.71271"," 22.31697","BraA06003606","AT5G24300","SS1","Glycogen/starch synthases, ADP-glucose type","-","-"
"BraA03000658",-3.33114805694545,6.58080542963292,77.7005212673014,7.18079433254918e-09,1.42709220699904e-07,FALSE,"132.59893"," 13.14106","BraA03000658","AT5G14320","EMB3137","Ribosomal protein S13/S18 family","-","-"
"BraA07003413",-5.63606821120671,8.79888804057006,77.6072595142555,7.25921533385279e-09,1.44085812553396e-07,FALSE,"545.630670"," 10.883998","BraA07003413","AT1G70820","AT1G70820","phosphoglucomutase, putative / glucose phosphomutase","-","-"
"BraA09002207",-2.33503671776739,6.70164432067432,77.4707072278414,7.37572138396737e-09,1.46030005765593e-07,FALSE,"126.20417"," 24.99186","BraA09002207","AT3G55410","AT3G55410","2-oxoglutarate dehydrogenase, E1 component","-","YES"
"BraA03003589",-1.73605159057881,6.65449567820278,77.4270886949557,7.4133634374251e-09,1.46590880031496e-07,FALSE,"120.16341"," 36.08682","BraA03003589","AT3G08010","ATAB2","RNA binding protein","-","-"
"BraA01000403",-1.46756741436581,6.18589561329289,77.3590998360879,7.47245348890002e-09,1.47204528054176e-07,FALSE,"92.41036","33.39598","BraA01000403","AT4G34490","CAP1","cyclase associated protein 1","-","YES"
"BraA06001326",-2.15688571970852,6.41882735770244,77.3200722802701,7.50660388145806e-09,1.47467339032371e-07,FALSE,"100.96317"," 22.60360","BraA06001326","AT1G09800","AT1G09800","Pseudouridine synthase family protein","-","-"
"BraA09001641",-3.22935008894771,4.94822026976241,77.3186351452386,7.50786465420689e-09,1.47467339032371e-07,FALSE,"39.085229"," 4.130568","BraA09001641","AT1G62960","ACS10","ACC synthase 10","-","-"
"BraA04000722",-5.20747962480622,4.91020652728707,77.3045757130069,7.52021088211147e-09,1.47467339032371e-07,FALSE,"44.783297"," 1.187096","BraA04000722","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein","-","-"
"BraA06000854",-4.22226469942705,8.10714805863928,77.3010957289607,7.5232702187417e-09,1.47467339032371e-07,FALSE,"354.96698"," 18.96564","BraA06000854","AT1G52230","PSAH2","photosystem I subunit H2","-","-"
"BraA03003240",-4.59140131510049,4.00427107332021,77.1921759129055,7.61971096279046e-09,1.48986646651331e-07,FALSE,"19.8876073"," 0.8320209","BraA03003240","AT3G01550","PPT2","phosphoenolpyruvate (pep)/phosphate translocator 2","-","-"
"BraA08001186",-1.67485469581606,7.14559488014144,77.0598447371099,7.73869181903365e-09,1.50729668135232e-07,FALSE,"162.12617"," 50.75545","BraA08001186","AT4G15110","CYP97B3","cytochrome P450, family 97, subfamily B, polypeptide 3","-","-"
"BraA05004709",-2.87277256774539,6.10250332650381,76.9810244937798,7.81051826891523e-09,1.51599930051764e-07,FALSE,"90.029589","12.248623","BraA05004709","AT3G01440","PnsL3","PsbQ-like 1","-","-"
"BraA07003348",-3.60880913529716,7.54230430067426,76.8935804068455,7.89105179765867e-09,1.5296201391028e-07,FALSE,"179.60251"," 14.72996","BraA07003348","AT1G24180","IAR4","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA01000079",-3.97832264915912,5.89790596004385,76.7322455062277,8.04201441357841e-09,1.55314486956717e-07,FALSE," 80.035541","  5.075041","BraA01000079","AT4G39780","AT4G39780","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA05001630",-3.83376471295908,6.24727194150177,76.6436380796685,8.12625771252107e-09,1.56749137739071e-07,FALSE,"111.211961","  7.752550","BraA05001630","AT2G29300","AT2G29300","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05000108",-2.55271155318857,6.17614480411908,76.6081007066671,8.16031372433224e-09,1.57213388030587e-07,FALSE,"96.47654","16.43980","BraA05000108","AT2G47590","PHR2","photolyase/blue-light receptor 2","-","-"
"BraA05003514",-2.59484205929892,8.83639684937162,76.4912690442264,8.27337257789207e-09,1.59196680166285e-07,FALSE,"505.27593"," 83.61002","BraA05003514","AT3G16000","MFP1","MAR binding filament-like protein 1","-","-"
"BraA09006076",-1.79928874939827,7.25933280853158,76.4651554675173,8.2988748627679e-09,1.59454358656684e-07,FALSE,"186.94451"," 53.70310","BraA09006076","AT1G18170","AT1G18170","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA01003240",-2.51526305483846,4.004317390155,76.3668636533553,8.39563420342951e-09,1.60763117228687e-07,FALSE,"18.937505"," 3.297395","BraA01003240","AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
