"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA07003626",2.74069179533652,7.05522003963739,85.9305457051526,2.86027050087912e-09,3.62777257726329e-08,FALSE," 25.81963","171.98008","BraA07003626","AT1G73650","AT1G73650","3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295)","-","-"
"BraA08003062",2.61007041808233,5.80888783950174,85.8420599533394,2.8876235873194e-09,3.65951652692491e-08,FALSE,"11.37758","68.78694","BraA08003062","AT1G23190","PGM3","Phosphoglucomutase/phosphomannomutase family protein","-","-"
"BraA03004576",3.07439509008584,5.75552662394652,85.6760534546926,2.93970998522238e-09,3.71356622531302e-08,FALSE," 8.344708","71.247438","BraA03004576","AT2G16430","PAP10","purple acid phosphatase 10","-","-"
"BraA08000233",5.60401189195297,4.66690560315499,85.6384905603007,2.95163681309336e-09,3.72564261732875e-08,FALSE," 0.756179","30.712352","BraA08000233","AT1G52030","MBP2","myrosinase-binding protein 2","-","-"
"BraA03001969",1.60064647745326,8.49389240219399,85.3505331675836,3.0448332332353e-09,3.83394753735629e-08,FALSE,"161.6099","490.0335","BraA03001969","AT2G35840","AT2G35840","Sucrose-6F-phosphate phosphohydrolase family protein","-","-"
"BraA04002558",3.3475916905034,4.38660636736366,85.3433926569581,3.04718447854683e-09,3.83394753735629e-08,FALSE," 2.924425","29.329701","BraA04002558","AT2G35410","AT2G35410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA06004117",3.23491928606955,4.66086385109381,85.2711424753932,3.07108645855781e-09,3.86093457329871e-08,FALSE," 4.616514","41.501843","BraA06004117","AT3G29185","AT3G29185","glutamate NMDA receptor subunit epsilon-1, putative (DUF3598)","-","-"
"BraA01000629",2.5621316919069,12.2691143527209,85.1966711595453,3.09593656081622e-09,3.88692870437875e-08,FALSE," 916.7445","5413.3142","BraA01000629","AT4G32260","PDE334","ATPase, F0 complex, subunit B/B', bacterial/chloroplast","-","-"
"BraA03003422",3.78209964167866,3.90208529663596,85.1110433259031,3.12477973347816e-09,3.91281089935929e-08,FALSE," 1.856838","24.069643","BraA03003422","AT3G05625","AT3G05625","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA06004484",1.45887811292321,6.01207191720876,85.027814809468,3.15309466428553e-09,3.94199444129104e-08,FALSE,"25.84156","70.92872","BraA06004484","AT2G02070","IDD5","indeterminate(ID)-domain 5","YES","YES"
"BraA03004950",1.30624460164144,5.33853492169365,84.8442291805445,3.21654225136885e-09,4.01493854373876e-08,FALSE,"20.92697","51.78300","BraA03004950","AT4G15840","AT4G15840","BTB/POZ domain-containing protein","-","-"
"BraA02003393",1.88826135160468,4.17114944854541,84.7408804730081,3.25286889699239e-09,4.0538524496168e-08,FALSE," 4.783094","17.609459","BraA02003393","AT2G02070","IDD5","indeterminate(ID)-domain 5","YES","YES"
"BraA09001002",1.73552089207806,5.06669893744689,84.7129052329118,3.262778554598e-09,4.06298532036175e-08,FALSE,"12.74606","42.27398","BraA09001002","AT5G66760","SDH1-1","succinate dehydrogenase 1-1","-","-"
"BraA09002580",3.49447897412036,7.27335589308803,84.668417261571,3.27860511980056e-09,4.07946597515106e-08,FALSE," 22.15453","248.13097","BraA09002580","AT3G25920","RPL15","ribosomal protein L15","-","-"
"BraA01003610",3.05407814487068,4.24290836005009,84.6505718674205,3.28497702520254e-09,4.08416574855355e-08,FALSE," 3.323918","27.039983","BraA01003610","AT3G19390","AT3G19390","Granulin repeat cysteine protease family protein","-","-"
"BraA03003809",1.10546516496953,6.16223291435652,84.6215863981552,3.2953553128844e-09,4.0938352505762e-08,FALSE,"39.71091","85.46279","BraA03003809","AT3G12800","SDRB","short-chain dehydrogenase-reductase B","-","-"
"BraA06003160",1.59660812527883,3.56706599495468,84.5890855743053,3.30703465624119e-09,4.10510453385144e-08,FALSE," 5.261611","15.998550","BraA06003160","AT5G63950","CHR24","chromatin remodeling 24","-","-"
"BraA09002323",1.71497578211394,5.40447271348291,84.4454082267894,3.35920738201473e-09,4.16293076243042e-08,FALSE,"16.25399","53.41071","BraA09002323","AT5G46390","AT5G46390","Peptidase S41 family protein","-","-"
"BraA08000632",1.80251719175488,5.68018047389698,84.4239808036024,3.36706452040656e-09,4.16647763767289e-08,FALSE,"18.63466","64.66854","BraA08000632","AT4G13590","AT4G13590","Uncharacterized protein family (UPF0016)","-","-"
"BraA09006050",2.93910996767622,4.85745615474726,84.3963769224843,3.37721591922974e-09,4.17575636831706e-08,FALSE," 4.071335","30.868942","BraA09006050","AT1G18620","TRM3","LONGIFOLIA protein","-","YES"
"BraA07001974",1.17597368578881,6.83303318921917,84.3075518187747,3.41010785420484e-09,4.21311598313848e-08,FALSE," 60.18441","135.99861","BraA07001974","AT3G54900","CXIP1","CAX interacting protein 1","-","-"
"BraA07003789",2.63270358619029,3.20025263796961,84.2651287855895,3.42593975466908e-09,4.22604167229556e-08,FALSE," 2.055212","12.333480","BraA07003789","AT1G75680","GH9B7","glycosyl hydrolase 9B7","-","-"
"BraA02000026",3.12291711360931,7.94358801681811,84.1277509154689,3.47775834863597e-09,4.28324854519016e-08,FALSE," 33.45671","290.41825","BraA02000026","AT2G04660","APC2","anaphase-promoting complex/cyclosome 2","-","YES"
"BraA10000319",1.53228342216948,4.51565316818562,84.1130851654154,3.48334033363592e-09,4.28424086024532e-08,FALSE," 8.596745","24.907403","BraA10000319","AT1G04640","LIP2","lipoyltransferase 2","-","-"
"BraA09001606",3.96330155013407,4.07035162851842,84.0096261784763,3.52299583742869e-09,4.32550127016268e-08,FALSE," 1.617564","24.357125","BraA09001606","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA07000096",1.79927752888285,3.89865733146313,83.9670007751922,3.53947643915885e-09,4.33889089971653e-08,FALSE," 6.006786","21.033768","BraA07000096","AT2G19760","PRF1","profilin 1","-","-"
"BraA04001381",2.35068568872611,7.27222642539142,83.8853297199405,3.57128802695779e-09,4.37107881371039e-08,FALSE," 39.06363","199.11523","BraA04001381","AT5G41670","AT5G41670","6-phosphogluconate dehydrogenase family protein","-","-"
"BraA03006306",1.53301110281864,3.33628627337857,83.8707652538474,3.57699357754482e-09,4.37466036601053e-08,FALSE," 4.170081","11.978684","BraA03006306","AT4G34640","SQS1","squalene synthase 1","-","-"
"BraA08003598",2.78534487006547,4.95751948652937,83.8092864579096,3.60118691497558e-09,4.39817274074171e-08,FALSE," 4.314856","29.493558","BraA08003598","AT1G11330","AT1G11330","S-locus lectin protein kinase family protein","-","-"
"BraA09003387",1.52775519812761,5.61536550048433,83.8077159187281,3.60180728260233e-09,4.39817274074171e-08,FALSE,"20.85382","60.02836","BraA09003387","AT1G33290","AT1G33290","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA08002920",2.69671627806454,2.97480415927634,83.7731771251204,3.61547960043243e-09,4.40802857558532e-08,FALSE," 1.287286"," 8.619189","BraA08002920","AT1G24735","AT1G24735","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA01004047",2.04989315076624,5.36785612062237,83.6861220025502,3.65019150216116e-09,4.44690512724587e-08,FALSE,"13.96111","57.74278","BraA01004047","AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-"
"BraA07004156",2.64079130774132,5.1973259030897,83.6121217556506,3.67998271561743e-09,4.46936172406006e-08,FALSE," 6.591340","40.675245","BraA07004156","AT1G80600","WIN1","HOPW1-1-interacting 1","-","YES"
"BraA07001422",2.41145911610265,4.26394885079596,83.578025663036,3.69379800706825e-09,4.48268162153079e-08,FALSE," 5.325876","27.859720","BraA07001422","AT1G22700","AT1G22700","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA07003060",1.67079463702235,4.7446097547861,83.4876709363311,3.73068179649451e-09,4.5239546592314e-08,FALSE," 9.842513","31.315383","BraA07003060","AT5G37780","CAM1","calmodulin 1","-","-"
"BraA03004443",3.24405218466175,3.47467572380314,83.4237225992658,3.75702792610444e-09,4.54889381206799e-08,FALSE," 1.501301","14.538693","BraA03004443","AT2G04850","AT2G04850","Auxin-responsive family protein","-","-"
"BraA03004366",2.60203920231742,6.17964814139255,83.3535935470052,3.78615302179741e-09,4.58063401714767e-08,FALSE," 14.07306"," 84.94280","BraA03004366","AT1G48520","GATB","GLU-ADT subunit B","-","-"
"BraA04001892",1.96739567690668,5.06950113266963,83.3279085418305,3.79688147778177e-09,4.59008559602804e-08,FALSE,"12.24144","48.00271","BraA04001892","AT2G25605","AT2G25605","DNA-directed RNA polymerase subunit beta","-","-"
"BraA06000980",2.01427480311167,6.2699156786967,83.2196954256705,3.84244542101583e-09,4.63804378272923e-08,FALSE," 25.89211","104.14358","BraA06000980","AT1G50320","THX","thioredoxin X","-","-"
"BraA03002007",2.40185926857333,6.94805392493965,83.2002818938877,3.85068229739837e-09,4.64442447211113e-08,FALSE," 26.71635","141.06100","BraA03002007","AT2G36530","LOS2","Enolase","-","YES"
"BraA09001017",4.01186199884676,10.6501805665049,83.1294434553012,3.88090108919336e-09,4.67370949838588e-08,FALSE," 116.8230","1881.4839","BraA09001017","AT5G66570","PSBO1","PS II oxygen-evolving complex 1","-","YES"
"BraA06003989",2.72183166950748,6.35133926135256,83.0411442969826,3.91892961562722e-09,4.71589848241379e-08,FALSE," 17.35361","113.16348","BraA06003989","AT5G48790","AT5G48790","LOW PSII ACCUMULATION protein (DUF1995)","-","-"
"BraA10001020",2.29764633414158,7.29523853487137,82.9780300623128,3.94635956430467e-09,4.73944163853053e-08,FALSE," 41.01895","201.78326","BraA10001020","AT5G54600","RPL24","Translation protein SH3-like family protein","-","YES"
"BraA06000270",2.77534953956236,5.16344329886263,82.9660021294533,3.95161062263114e-09,4.73944163853053e-08,FALSE," 7.892497","53.357405","BraA06000270","AT5G45040","CYTC6A","Cytochrome c","-","-"
"BraA09005433",3.29926485764542,7.15803348974429,82.9615654381073,3.95354947356454e-09,4.73944163853053e-08,FALSE," 25.25562","246.89069","BraA09005433","AT3G61870","AT3G61870","plant/protein","-","-"
"BraA08002956",3.00124125986341,4.18433465347933,82.9315600625036,3.96668909538225e-09,4.7515743045142e-08,FALSE," 2.844389","22.360643","BraA08002956","AT1G26090","AT1G26090","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09006076",1.61428996980905,7.25933280853158,82.8298052313798,4.01160286910229e-09,4.79807212459499e-08,FALSE," 57.12675","174.65138","BraA09006076","AT1G18170","AT1G18170","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA02002869",3.00242247303388,7.94368299146154,82.4927644782337,4.16435996643288e-09,4.96568377815557e-08,FALSE," 45.16501","360.19935","BraA02002869","AT1G64860","SIGA","sigma factor A","-","YES"
"BraA09001042",1.43099653945418,5.46151420272044,82.4854281390797,4.16775450887293e-09,4.9659694148115e-08,FALSE,"19.93369","53.69302","BraA09001042","AT5G66120","AT5G66120","3-dehydroquinate synthase","-","-"
"BraA09004346",1.51532553137392,5.64382040511361,82.4716308385498,4.17414669957381e-09,4.96982368012797e-08,FALSE,"21.55352","61.43098","BraA09004346","AT1G22410","AT1G22410","Class-II DAHP synthetase family protein","-","-"
"BraA07001988",6.15630757489197,3.52696480564061,82.3292405214251,4.24074079952474e-09,5.04148490819632e-08,FALSE," 0.1847795","13.2953850","BraA07001988","AT3G55110","ABCG18","ABC-2 type transporter family protein","-","-"
"BraA03006362",1.6419564463417,7.43575452168389,82.2532867707958,4.27673468711679e-09,5.08043803586553e-08,FALSE," 75.03305","234.10130","BraA03006362","AT4G35450","AKR2","ankyrin repeat-containing protein 2","-","-"
"BraA09001143",2.31301358800905,5.20210097049678,82.2406365479719,4.28276170374141e-09,5.08376087608521e-08,FALSE,"11.730269","57.821072","BraA09001143","AT2G17265","HSK","homoserine kinase","-","-"
"BraA03000034",3.47360283346597,4.60397085354927,82.1971288355404,4.30356086823886e-09,5.09691859037469e-08,FALSE," 4.666484","51.907829","BraA03000034","AT5G01500","TAAC","thylakoid ATP/ADP carrier","-","-"
"BraA04002248",3.81628564947162,6.67861287693593,82.152802010342,4.32486451596175e-09,5.11445285358662e-08,FALSE," 14.411332","203.990842","BraA04002248","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA09004180",4.42955416441846,4.66131747832216,82.074358138747,4.36284624785969e-09,5.15549549108945e-08,FALSE," 2.359593","49.997343","BraA09004180","AT1G24100","UGT74B1","UDP-glucosyl transferase 74B1","-","-"
"BraA02002658",3.20878239345778,5.92771397994327,82.0512331433167,4.37411217948584e-09,5.16105889843382e-08,FALSE," 12.16140","110.63254","BraA02002658","AT1G78020","AT1G78020","senescence-associated family protein, putative (DUF581)","-","-"
"BraA10001458",6.45779781239258,5.12619810959664,81.980005057632,4.40901180310114e-09,5.19444953449191e-08,FALSE," 0.6692563","55.2476350","BraA10001458","AT3G62030","ROC4","rotamase CYP 4","-","YES"
"BraA09004574",2.68078163423191,4.69084352732691,81.9520262252722,4.4228032386786e-09,5.20680052182507e-08,FALSE," 5.694376","35.565592","BraA09004574","AT3G51510","AT3G51510","transmembrane protein","-","-"
"BraA03005918",3.40784377625415,6.01452979955415,81.9151099326964,4.44107191969796e-09,5.22049828349857e-08,FALSE,"  7.476153"," 77.987789","BraA03005918","AT4G30020","AT4G30020","PA-domain containing subtilase family protein","-","-"
"BraA01004719",5.11858577375707,3.12322606045124,81.8566109529376,4.47018926633432e-09,5.25080440687329e-08,FALSE," 0.4001994","12.9220394","BraA01004719","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA06004211",4.57188531558181,9.9192822603715,81.691192360095,4.55365314866761e-09,5.32895914944447e-08,FALSE,"  43.96224","1041.99264","BraA06004211","AT3G27690","LHCB2.3","photosystem II light harvesting complex protein 2.3","-","-"
"BraA09001802",2.64184737421442,6.0224256517354,81.6337270490526,4.58304290787297e-09,5.34891161312583e-08,FALSE,"13.54063","83.41658","BraA09001802","AT1G60550","ECHID","enoyl-CoA hydratase/isomerase D","-","-"
"BraA02001522",1.57531929412631,5.60615436902338,81.6312859745452,4.5842959123931e-09,5.34891161312583e-08,FALSE,"24.58751","73.40295","BraA02001522","AT5G54290","CcdA","cytochrome c biogenesis protein family","-","-"
"BraA07001156",2.44218492956245,3.41884544196265,81.4384861321933,4.68444547635053e-09,5.45363696728974e-08,FALSE," 2.844019","15.169747","BraA07001156","AT1G27700","AT1G27700","Syntaxin/t-SNARE family protein","-","-"
"BraA03001723",4.0454361607621,9.28343491969519,81.4003377057215,4.70454189661195e-09,5.47298517758108e-08,FALSE,"  76.54891","1263.14682","BraA03001723","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA06003294",2.07512356131664,8.49083720084873,81.3786155510288,4.71602686385198e-09,5.48229415339957e-08,FALSE,"125.1112","526.9110","BraA06003294","AT5G65210","TGA1","bZIP transcription factor family protein","YES","-"
"BraA03005884",1.76623091655192,5.03565825617698,81.2396108682043,4.79024657851976e-09,5.54808544119948e-08,FALSE,"12.71199","43.07283","BraA03005884","AT4G29670","ACHT2","atypical CYS HIS rich thioredoxin 2","-","-"
"BraA06000783",1.87253562743003,5.78073762519027,81.2202568632393,4.80068063564778e-09,5.55608185331588e-08,FALSE,"15.77970","57.71733","BraA06000783","AT1G53240","mMDH1","Lactate/malate dehydrogenase family protein","-","YES"
"BraA09000349",5.07937189551057,5.23019332049568,81.1208232622539,4.85467761124815e-09,5.6103249339975e-08,FALSE," 1.125432","40.824435","BraA09000349","AT3G27850","RPL12-C","ribosomal protein L12-C","-","YES"
"BraA01001104",2.73816919223755,8.06298645663233,80.9709170051874,4.93733467656607e-09,5.6891396639202e-08,FALSE," 55.51735","369.21860","BraA01001104","AT4G18810","AT4G18810","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02003290",1.42542115980857,5.74657145959319,80.9442163284847,4.95221697841865e-09,5.70211377032257e-08,FALSE,"26.34268","70.52065","BraA02003290","AT2G01110","APG2","Sec-independent periplasmic protein translocase","-","-"
"BraA08001432",1.73304070987483,6.45993692037184,80.8426134166894,5.0092950756953e-09,5.75879609145973e-08,FALSE," 32.13770","106.81648","BraA08001432","AT4G19410","AT4G19410","Pectinacetylesterase family protein","-","-"
"BraA07001923",2.55067828523462,4.72988155776673,80.8370854396896,5.01242099447257e-09,5.75879609145973e-08,FALSE," 6.446384","37.428928","BraA07001923","AT2G28880","emb1997","para-aminobenzoate (PABA) synthase family protein","-","-"
"BraA03004415",2.12860988679567,4.15824210897918,80.8078234854429,5.02900315975919e-09,5.77363309515753e-08,FALSE," 4.952562","21.686069","BraA03004415","AT3G25470","AT3G25470","bacterial hemolysin-like protein","-","-"
"BraA09006039",4.68145925982341,3.30377768695623,80.7849648258235,5.04199816535783e-09,5.77669216758567e-08,FALSE," 0.6301404","14.1809335","BraA09006039","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA08003570",1.67435239402328,5.00869364587114,80.7846425029449,5.04218166451696e-09,5.77669216758567e-08,FALSE,"14.55751","46.66511","BraA08003570","AT1G11750","CLPP6","CLP protease proteolytic subunit 6","-","-"
"BraA05004054",2.37214973950209,3.27740288665039,80.7741997582144,5.04813067006217e-09,5.77669216758567e-08,FALSE," 2.563720","12.989716","BraA05004054","AT3G10350","AT3G10350","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA02003536",1.40824527967827,4.58507607154517,80.7728647641544,5.04889173679401e-09,5.77669216758567e-08,FALSE,"10.97939","29.16009","BraA02003536","AT2G03340","WRKY3","WRKY DNA-binding protein 3","YES","-"
"BraA01003362",5.90349787308433,5.23975368413243,80.7677020591291,5.05183611647326e-09,5.77669216758567e-08,FALSE,"  1.148440"," 71.286282","BraA01003362","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
