"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03006147",1.45485467705831,6.01373946681115,49.6901653780557,3.30844134964861e-07,1.90750427998055e-06,FALSE," 43.10582","118.50609","BraA03006147","AT4G32760","AT4G32760","ENTH/VHS/GAT family protein","-","-"
"BraA01004491",1.34789483547413,4.64657163075022,49.6619964595357,3.32358945658914e-07,1.91483521400853e-06,FALSE,"17.79472","45.24220","BraA01004491","AT3G06620","AT3G06620","PAS domain-containing protein tyrosine kinase family protein","-","-"
"BraA09002467",1.35148283579971,5.6471752121175,49.6273287101903,3.34233591659647e-07,1.92388042104029e-06,FALSE,"36.41808","92.65373","BraA09002467","AT2G01980","SOS1","sodium proton exchanger, putative (NHX7) (SOS1)","-","YES"
"BraA02000315",7.14931794709764,3.96933924043807,49.6034894718982,3.3552935601133e-07,1.93027487705349e-06,FALSE," 0.4260374","66.9446289","BraA02000315","AT5G09440","EXL4","EXORDIUM like 4","-","YES"
"BraA10002656",1.0598248026298,6.63639012593879,49.5746204279276,3.37105824784842e-07,1.93832642953605e-06,FALSE," 78.67026","164.13829","BraA10002656","AT5G06140","SNX1","sorting nexin 1","-","-"
"BraA07000455",2.64643318611615,3.89603779143197,49.5578257403035,3.38026644194786e-07,1.94251163914784e-06,FALSE," 5.516856","35.286090","BraA07000455","AT4G39260","CCR1","cold, circadian rhythm, and RNA binding 1","-","-"
"BraA07001320",2.33622319820054,2.51577010374174,49.5456304952038,3.38696998209626e-07,1.94565355905822e-06,FALSE," 2.297869","11.587255","BraA07001320","AT1G27150","AT1G27150","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA01000922",1.35857952753998,4.21980482287184,49.373015701544,3.48341930746643e-07,1.99305779351224e-06,FALSE,"14.58259","37.38333","BraA01000922","AT4G28980","CAK1AT","CDK-activating kinase 1AT","-","-"
"BraA02001557",3.61872354388941,2.55582809300978,49.3674957262258,3.48655246501874e-07,1.99387356177364e-06,FALSE," 1.051638","13.788464","BraA02001557","AT5G53940","AT5G53940","Yippee family putative zinc-binding protein","-","-"
"BraA02001947",1.22017494831631,5.54162046727681,49.3660411463127,3.48737859946812e-07,1.99387356177364e-06,FALSE,"34.65050","80.71510","BraA02001947","AT1G67730","KCR1","beta-ketoacyl reductase 1","-","-"
"BraA10002022",1.90679040270172,4.8498627947039,49.3631901193814,3.48899846871917e-07,1.99407537754683e-06,FALSE,"11.24598","42.37987","BraA10002022","AT5G17290","APG5","autophagy protein Apg5 family","-","YES"
"BraA01003403",1.18202707718731,5.97278092566576,49.3140885797553,3.51702520241134e-07,2.00863485798093e-06,FALSE," 48.50478","109.90250","BraA01003403","AT3G22270","AT3G22270","Topoisomerase II-associated protein PAT1","-","-"
"BraA03004318",1.29400632249178,5.75192020736331,49.2701142155625,3.54233313672112e-07,2.02162159434338e-06,FALSE," 44.03228","107.69022","BraA03004318","AT3G22960","PKP-ALPHA","Pyruvate kinase family protein","-","-"
"BraA09004722",2.13648434170413,5.58397138956981,49.2513466256342,3.55319437356634e-07,2.02708515548873e-06,FALSE," 22.79611","100.34950","BraA09004722","AT3G53350","RIP3","ROP interactive partner 4","-","-"
"BraA10000522",3.64816775888184,8.15753981050183,49.1818241112216,3.59374510209132e-07,2.04725110050371e-06,FALSE," 69.02695","866.08350","BraA10000522","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA09004982",1.26461772631525,5.26301441638683,49.1004531043035,3.64184666079869e-07,2.07240298051234e-06,FALSE,"27.61765","66.48888","BraA09004982","AT3G56190","ALPHA-SNAP2","alpha-soluble NSF attachment protein 2","-","-"
"BraA01003228",4.90811455744644,2.30937025455546,49.0947649168836,3.64523523681821e-07,2.07358159116439e-06,FALSE," 0.6205627","20.1298499","BraA01003228","AT3G24110","AT3G24110","Calcium-binding EF-hand family protein","-","-"
"BraA03004128",2.55620704318392,2.89177194088802,49.0656287003988,3.6626461190747e-07,2.08228161197517e-06,FALSE," 2.889679","17.202027","BraA03004128",NA,NA,NA,NA,NA
"BraA01000289",1.92888977929632,8.16605020156704,49.0647456486501,3.66317521191821e-07,2.08228161197517e-06,FALSE,"177.4355","675.5632","BraA01000289","AT4G35830","ACO1","aconitase 1","-","-"
"BraA08002418",3.19581088428405,5.86997032443709,48.9826574595714,3.71272413746077e-07,2.10816298425802e-06,FALSE," 17.49246","161.49390","BraA08002418","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA04000888",1.23808539665163,4.2810432025854,48.9779121758382,3.71561060328519e-07,2.1090411430115e-06,FALSE,"14.12332","33.33038","BraA04000888","AT4G13730","AT4G13730","Ypt/Rab-GAP domain of gyp1p superfamily protein","-","-"
"BraA09005152",7.60590214135163,1.43040879459351,54.3583253978973,3.74557808767801e-07,2.12528475486849e-06,FALSE," 0.03073537"," 8.40760471","BraA09005152","AT3G58000","AT3G58000","VQ motif-containing protein","-","-"
"BraA04003254",2.02846476205932,8.07112182654295,48.8536854696774,3.79204968014897e-07,2.14731956349665e-06,FALSE,"158.1189","645.1968","BraA04003254","AT2G45820","AT2G45820","Remorin family protein","-","-"
"BraA10002686",1.75538660575418,6.60267200628421,48.8528050986753,3.7925974501402e-07,2.14731956349665e-06,FALSE," 61.66282","208.48407","BraA10002686","AT5G06440","AT5G06440","polyketide cyclase/dehydrase/lipid transport superfamily protein","-","-"
"BraA05000647",1.38421496243138,5.17301569843939,48.8411765184973,3.79984086922531e-07,2.15064707952558e-06,FALSE,"23.15853","60.60388","BraA05000647","AT2G45260","AT2G45260","myosin-4 protein (DUF641)","-","-"
"BraA07004130",1.13334396419591,6.96750940390127,48.8023567427653,3.82413070234665e-07,2.16206240139857e-06,FALSE," 98.61871","216.32517","BraA07004130","AT1G80930","AT1G80930","MIF4G domain-containing protein / MA3 domain-containing protein","-","-"
"BraA02002932",1.36985900322587,6.94835117791129,48.6848802338306,3.89867039881252e-07,2.19916115251524e-06,FALSE," 91.92399","237.61234","BraA02002932","AT4G02350","SEC15B","exocyst complex component sec15B","-","-"
"BraA02004054",1.12875477622306,5.68785711405231,48.6783477993098,3.90286136325909e-07,2.20025207226712e-06,FALSE," 42.95099"," 93.92519","BraA02004054","AT5G26760","AT5G26760","RNA polymerase II subunit B1 CTD phosphatase RPAP2-like protein","-","-"
"BraA05000819",1.41876250511085,5.11004025875138,48.6687078651272,3.90905492867341e-07,2.2029546930655e-06,FALSE,"23.91929","63.67875","BraA05000819","AT2G39340","SAC3A","SAC3/GANP/Nin1/mts3/eIF-3 p25 family","-","-"
"BraA03005883",1.58011329331614,6.27443716853763,48.6584429408882,3.91566178871193e-07,2.20588820881624e-06,FALSE," 52.95724","158.63177","BraA03005883","AT2G19570","CDA1","cytidine deaminase 1","-","-"
"BraA06003701",1.21167686716697,4.06629194778135,48.5807031484398,3.96609353866754e-07,2.22871518381389e-06,FALSE,"11.41339","26.57912","BraA06003701","AT5G25320","AT5G25320","ACT-like superfamily protein","-","-"
"BraA09000813",1.62527440218168,3.67492306531526,48.5669508983145,3.9750882257731e-07,2.23217583566424e-06,FALSE," 7.836906","23.950537","BraA09000813","AT5G63030","GRXC1","Thioredoxin superfamily protein","-","-"
"BraA06001895",1.38579801404271,6.10964206414186,48.5624714135098,3.97802282640148e-07,2.23302707872893e-06,FALSE," 42.77729","112.02097","BraA06001895","AT1G17210","ILP1","IAP-like protein 1","-","-"
"BraA01004345",2.42425572571833,3.91923140764819,48.5578628645803,3.98104443681045e-07,2.23392653958633e-06,FALSE," 7.419230","39.210659","BraA01004345","AT3G10500","NAC053","NAC domain containing protein 53","YES","YES"
"BraA05001133",1.01720269440507,5.68540601019441,48.533408675783,3.99711969462792e-07,2.24055071201722e-06,FALSE,"40.12590","81.07055","BraA05001133","AT2G34900","IMB1","Transcription factor GTE6","-","-"
"BraA10002641",1.35992397621447,4.23096516465531,48.5092463012618,4.01307243122961e-07,2.24739897923837e-06,FALSE,"13.56728","34.79153","BraA10002641","AT5G05920","DHS","deoxyhypusine synthase","-","YES"
"BraA01002288",1.63398482888114,3.92906527362952,48.5080187313645,4.01388475513222e-07,2.24739897923837e-06,FALSE," 9.599217","29.280344","BraA01002288","AT4G15570","MAA3","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA06000779",1.82885303902096,5.96073780295927,48.3974100678416,4.08781683330398e-07,2.28343783432426e-06,FALSE," 33.85308","120.61240","BraA06000779","AT1G53280","DJ1B","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA10002370",1.48428270592807,3.88552888513813,48.3816084395501,4.09849908087268e-07,2.2855509772129e-06,FALSE," 8.877940","24.864137","BraA10002370","AT5G12310","AT5G12310","RING/U-box superfamily protein","-","-"
"BraA06004534",1.29576698416557,5.44096829310676,48.3806016917842,4.09918069165947e-07,2.2855509772129e-06,FALSE,"27.08411","66.44025","BraA06004534","AT2G01600","AT2G01600","ENTH/ANTH/VHS superfamily protein","-","-"
"BraA09006082",2.07099120853042,4.08595237503701,48.3418828219726,4.12548870745465e-07,2.29859087629509e-06,FALSE," 6.929502","29.258203","BraA09006082","AT1G76690","OPR2","12-oxophytodienoate reductase 2","-","-"
"BraA09004721",2.36432485668048,3.46934710458748,48.3153576757711,4.14361742970245e-07,2.30787467599139e-06,FALSE," 4.661326","24.637181","BraA09004721","AT3G53340","NF-YB10","nuclear factor Y, subunit B10","YES","-"
"BraA10001750",1.06505854947635,3.85277424359343,48.3111472241374,4.14650303380627e-07,2.30866493640292e-06,FALSE,"10.27015","21.42146","BraA10001750","AT5G20570","RBX1","RING-box 1","-","YES"
"BraA07003192",1.82148361751814,4.37620971277624,48.3045623628271,4.15102030259441e-07,2.31036278510736e-06,FALSE,"10.83114","38.76703","BraA07003192","AT1G68300","AT1G68300","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA06004071",5.29247862121131,3.46909604259099,48.2829663992792,4.16587288223242e-07,2.3178097973255e-06,FALSE," 1.1428570","41.7001882","BraA06004071","AT3G30775","ERD5","Methylenetetrahydrofolate reductase family protein","-","-"
"BraA06003152",1.42388026860664,6.34223404168286,48.247597405663,4.19032273222583e-07,2.32812141917524e-06,FALSE," 53.23481","142.68153","BraA06003152","AT5G63860","UVR8","Regulator of chromosome condensation (RCC1) family protein","-","YES"
"BraA06004364",1.27993825976467,7.40795772376123,48.2442278199202,4.19266018019725e-07,2.32859813819001e-06,FALSE,"142.89631","347.08106","BraA06004364","AT3G25840","AT3G25840","Protein kinase superfamily protein","-","-"
"BraA06001804",1.92902158788998,3.37927483947755,48.2214914319161,4.20846927119462e-07,2.33490681454365e-06,FALSE," 5.457933","20.919447","BraA06001804","AT1G16240","SYP51","syntaxin of plants 51","-","-"
"BraA03004727",1.55372741258888,4.88884763348915,48.1665382231072,4.24694755203251e-07,2.35128225356988e-06,FALSE,"21.04043","61.33569","BraA03004727","AT5G61460","MIM","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","YES"
"BraA01000213",2.97040150565277,7.31827980582696,48.1016703692889,4.29286080095916e-07,2.37503089655878e-06,FALSE," 42.17572","330.60007","BraA01000213","AT4G36860","AT4G36860","LIM domain-containing protein","-","YES"
"BraA06004540",1.39486203481093,4.81469483247336,48.0289167521529,4.34499826747212e-07,2.40050097332437e-06,FALSE,"16.55405","43.66473","BraA06004540","AT2G01570","RGA1","GRAS family transcription factor family protein","YES","YES"
"BraA10003178",5.93300626206417,1.77589851854843,47.9789821255776,4.38118101703576e-07,2.41709741353463e-06,FALSE," 0.22529303","15.59469286","BraA10003178","AT5G01490","CAX4","cation exchanger 4","-","-"
"BraA07002183",1.01544685360468,5.04507515512186,47.9699008798282,4.387796431572e-07,2.41905134266001e-06,FALSE,"26.25484","53.01223","BraA07002183","AT3G59100","GSL11","glucan synthase-like 11","-","-"
"BraA01004624",5.72461590885558,4.65351485264142,47.9569385598171,4.39725790522561e-07,2.42341874748778e-06,FALSE," 1.7398950","97.7587605","BraA01004624","AT3G04070","NAC047","NAC domain containing protein 47","YES","YES"
"BraA09005871",2.37857399474036,4.44530687985652,47.9336906622718,4.41428263050866e-07,2.43194989864215e-06,FALSE," 9.19899","47.99585","BraA09005871","AT2G21500","AT2G21500","RING/U-box superfamily protein","-","-"
"BraA10002212",1.30623589897286,3.80849685709103,47.913297816723,4.4292755511534e-07,2.43935609430212e-06,FALSE,"10.315002","25.353153","BraA10002212","AT5G14670","ARFA1B","ADP-ribosylation factor A1B","-","-"
"BraA01001783",4.57502776675871,4.3253520358807,47.9105337822779,4.43131193800948e-07,2.43962399105524e-06,FALSE," 2.792144","70.534450","BraA01001783","AT4G26120","AT4G26120","Ankyrin repeat family protein / BTB/POZ domain-containing protein","-","-"
"BraA07001818",1.0512917179404,4.64511703536618,47.8964674127961,4.44169103336229e-07,2.44448310717212e-06,FALSE,"19.50952","40.30025","BraA07001818","AT2G27460","AT2G27460","sec23/sec24 transport family protein","-","-"
"BraA06000651",1.28829926538052,6.77036010032371,47.8597467205311,4.4689106967174e-07,2.45860378770821e-06,FALSE," 77.92508","190.13319","BraA06000651","AT1G55860","UPL1","LOW protein: E3 ubiquitin ligase-like protein","-","-"
"BraA07001423",1.04878171553681,5.49658500057108,47.7821623229951,4.52701911567772e-07,2.48536033766192e-06,FALSE,"34.56003","71.51211","BraA07001423","AT1G22660","AT1G22660","Polynucleotide adenylyltransferase family protein","-","-"
"BraA02000099",2.24607157388186,3.47155939681708,47.7034074999999,4.58684495676673e-07,2.5155728090421e-06,FALSE," 4.566740","21.736099","BraA02000099","AT5G03330","AT5G03330","Cysteine proteinases superfamily protein","-","-"
"BraA06003698",2.13147561807145,5.8547978874308,47.6735745700688,4.60973136533137e-07,2.52688413159449e-06,FALSE," 30.18529","132.66049","BraA06003698","AT5G25280","AT5G25280","serine-rich protein-like protein","-","-"
"BraA07002578",3.40981856268815,3.87121184151446,47.642848452473,4.6334327782465e-07,2.53823272263693e-06,FALSE," 3.945237","42.922732","BraA07002578","AT1G76590","AT1G76590","PLATZ transcription factor family protein","-","-"
"BraA07004166",5.57584370692467,6.22235630285863,47.6413229139133,4.63461298910961e-07,2.53823272263693e-06,FALSE,"  4.8530841","232.6916542","BraA07004166","AT1G15690","AVP1","Inorganic H pyrophosphatase family protein","-","YES"
"BraA03000790",1.33513338933075,3.18434089879758,47.6217674067187,4.6497707951192e-07,2.5455624755493e-06,FALSE," 7.151944","18.123425","BraA03000790","AT5G16380","AT5G16380","autophagy-like protein, putative (Protein of unknown function, DUF538)","-","-"
"BraA09004632",1.10492904579979,6.92110189637236,47.6198871451688,4.65123105443443e-07,2.5455624755493e-06,FALSE," 93.01212","200.20234","BraA09004632","AT3G52220","AT3G52220","leukocyte immunoglobulin-like receptor family A protein","-","-"
"BraA08003115",2.69297236985471,7.37189173173965,47.6166969296513,4.65370979786107e-07,2.54578426959614e-06,FALSE," 70.13018","454.15711","BraA08003115","AT1G21920","AT1G21920","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-"
"BraA02000379",1.27403770813277,4.33811133325078,47.600986651658,4.66593737775423e-07,2.55095013288821e-06,FALSE,"15.43482","37.12262","BraA02000379","AT5G10630","AT5G10630","Translation elongation factor EF1A/initiation factor IF2gamma family protein","-","-"
"BraA01004348",1.82400583015482,4.99159815159914,47.5741818082128,4.68688073308462e-07,2.56062140710697e-06,FALSE,"19.53538","69.07249","BraA01004348","AT3G10490","NAC052","NAC domain containing protein 52","YES","-"
"BraA06001719",3.13928667273541,4.40619869414,47.5464327998374,4.70866946135112e-07,2.57074080200023e-06,FALSE," 7.186687","63.320811","BraA06001719","AT1G15330","AT1G15330","Cystathionine beta-synthase (CBS) protein","-","-"
"BraA02001297",4.83179718902253,4.14589663499531,47.5393433226965,4.71425380967578e-07,2.57289719016286e-06,FALSE," 2.1976139","66.0258871","BraA02001297","AT4G28085","AT4G28085","transmembrane protein","-","-"
"BraA05002534",1.25659800620708,4.94844906655326,47.5007057983062,4.74481518735669e-07,2.58867906582302e-06,FALSE,"22.30763","53.38859","BraA05002534","AT3G22430","AT3G22430","RNA recognition motif XS domain protein","-","-"
"BraA03003556",1.13976735339107,6.48834007375921,47.4932379895469,4.75074684180973e-07,2.59101716181862e-06,FALSE," 71.07669","156.65275","BraA03003556","AT3G07560","PEX13","peroxin 13","-","-"
"BraA09002253",1.77659729121823,5.43138440780066,47.4807393528061,4.76069250402327e-07,2.59464335226199e-06,FALSE,"25.68326","88.35251","BraA09002253","AT5G45650","AT5G45650","subtilase family protein","-","-"
"BraA04000043",1.0280505481344,5.31999996998956,47.4655829268604,4.77278344238638e-07,2.6003326889291e-06,FALSE,"28.86299","58.92639","BraA04000043","AT3G63000","NPL41","NPL4-like protein 1","-","-"
"BraA07001513",10.1636157765721,1.73290185930695,52.6112214754936,4.77921401016073e-07,2.60293524290415e-06,FALSE," 0.00000000","13.87834302","BraA07001513","AT3G43660","AT3G43660","Vacuolar iron transporter (VIT) family protein","-","-"
"BraA03003740",1.39034751473402,3.49653863291371,47.4384728234147,4.79449366301634e-07,2.61035386564778e-06,FALSE," 6.475781","17.090728","BraA03003740","AT3G11540","SPY","Tetratricopeptide repeat (TPR)-like superfamily protein","-","YES"
"BraA09003735",2.23911975769715,3.94172988655623,47.3899005385375,4.83366003903829e-07,2.63076794655819e-06,FALSE," 6.518529","31.111933","BraA09003735","AT1G30230","eEF-1Bb1","translation elongation factor EF1B/ribosomal protein S6 family protein","-","-"
"BraA06001752",2.27892282548986,7.47662631975974,47.3807384050308,4.84108685388813e-07,2.63389931144829e-06,FALSE," 85.55994","415.51304","BraA06001752","AT1G15740","AT1G15740","Leucine-rich repeat family protein","-","-"
